sentence	ambig_status	disambiguation_1	disambiguation_2
It's snowing.	0		
The current system is not working.	0		
She has a lot of money.	0		
The most important step is to come up with a topic.	0		
This section amends the law.	0		
The president will not be able to veto the bill.	0		
It is possible to say whether or not the man is alive.	0	It is possible to say whether or not the man is alive.	It is possible to say whether or not the man is alive.
He was the only one who could save me.	0		
He follows his dreams.	0	He follows his dreams.	He follows his dreams.
I'm not going to apologize.	0		
It wasn't his fault.	0		
The bad news is that we have a new, cheap and very effective vaccine to prevent this terrible disease.	0		
The data from the study showed that the old treatment was not effective.	0		
He was missing the point.	0	He was missing the point.	He was missing the point.
The large dog looked at the small child.	0		
The room was spinning around me.	1	The room was physically spinning around me.	The room seemed like it was spinning around me.
A person who has attained success in life has done so by leading and inspiring others.	1	A person who has attained success in life has done so entirely by leading and inspiring others.	A person who has attained success in life has done so by leading and inspiring others, possibly among other necessary components.
You have to read more.	0	You have to read more.	You have to read more.
The aim of the study was to determine the factors that influence students' decisions to study abroad.	0	The aim of the study was to determine the factors that influence students' decisions to study abroad.	The aim of the study was to determine the factors that influence students' decisions to study abroad.
He did not stop taking the medication.	0	He did not stop taking the medication.	He did not stop taking the medication.
Healthy eating habits are important.	0		
Taking advantage of a situation like this is not the right thing to do.	0	Taking advantage of a situation like this is not the right thing to do.	Taking advantage of a situation like this is not the right thing to do.
The data collected in this study will be used to assess the impact of the program on the community.	0		
Many parents are reluctant to have their children vaccinated.	0	Many parents are reluctant to have their children vaccinated.	Many parents are reluctant to have their children vaccinated.
I'm looking for a lost charger.	0	I'm looking for a lost charger.	I'm looking for a lost charger.
The rental rates will be increased.	0		
There have not been interactive exhibits so far.	0	There have not been interactive exhibits so far.	There have not been interactive exhibits so far.
She's beautiful.	0	She's beautiful.	She's beautiful.
Eating high-fat foods is dangerous.	0		
The main function of the police is to enforce the law.	0		
I can't believe it ever happened.	0		
Students who do not take the final exam will not receive credit for the class.	0		
The use of the word \"sucks\" is becoming more and more common.	0	The use of the word \"sucks\" is becoming more and more common.	The use of the word \"sucks\" is becoming more and more common.
The teacher told the students that they could pass the class if they worked hard.	1	The teacher told the students that they would be able to pass the class if they worked hard.	The teacher told the students that they might pass the class if they worked hard.
The girl did not have a fear of cats.	0		
The animal was not hungry.	0		
The old software was lacking in features.	0		
They have to leave early in order to make it on time.	1	They will have to leave early in order to make it on time.	Generally, they have to leave early in order to make it on time.
I'm not sure if I want to live in this city for the rest of my life.	0		
The Taiwanese leopard is spotted for the first time in a half century.	1	The Taiwanese leopard is seen for the first time in a half century.	The Taiwanese leopard has spots for the first time in a half century.
It is not possible to determine the precise moment when day breaks.	0		
Few presidents have been as popular as he is.	0		
Six doctors are suing the hospital.	0	Six doctors are suing the hospital.	Six doctors are suing the hospital.
A great deal of the population is not living in poverty.	0		
I am going on a vacation.	0		
His students received different books on Derrida.	0	His students received different books on Derrida.	His students received different books on Derrida.
The company's stock prices rose sharply today.	0		
It is important for us to be able to work together.	0	It is important for us to be able to work together.	It is important for us to be able to work together.
He wants to be able to support himself and his family.	0		
People who are colorblind can see colors, but they are not as vibrant.	1	All people who are colorblind can see colors, but they are not as vibrant.	All people who are colorblind can see colors, but they are not as vibrant.
A significant number of people who live in poverty are not children.	0	A significant number of people who live in poverty are not children.	A significant number of people who live in poverty are not children.
The poet laureate is a position that is given to a poet by the government.	0		
The cost of living has been rising more rapidly in recent months.	0		
The flowers are blooming because of the warm weather.	0		
You're being watched and monitored because you're doing something wrong.	0		
Change is good.	1	In general, change is good.	Change is necessarily good.
Family structure affects child outcomes.	0	Family structure affects child outcomes.	Family structure affects child outcomes.
I woke up feeling cold last night.	0		
James was so engrossed in his book that he didn't hear his father come in.	0		
My kids currently go to school.	0	My kids currently go to school.	My kids currently go to school.
The students in the lower-level classes are not being engaged enough.	0		
I moved away for college and then I started to miss home.	0		
Geometry is a useful tool for studying the world.	0	Geometry is a useful tool for studying the world.	Geometry is a useful tool for studying the world.
I really don't like that idea of yours.	0		
He was angry.	0	He was angry.	He was angry.
I am an advisor.	0	I am an advisor.	I am an advisor.
I realized that I had left my phone at home.	1	I had the realization that I had left my phone at home.	I was aware that I had left my phone at home.
The novel is violent and has no redeeming social value.	0		
First I will go to the store, and then I will come home.	0		
We should always be careful with what we do.	0		
The law exists.	0		
I can do this.	0	I can do this.	I can do this.
They were the only ones who could really get the job done.	0		
Communication is essential for ensuring that tasks are completed efficiently.	0		
Some people thought the proposal was a good idea.	0		
I have to study for my English test.	0		
There are other ways to improve the situation.	0		
I don't know what the consequences will be.	0		
The sentence is syntactically correct.	0		
A majority of the participants had a positive reaction to the new treatment.	0	A majority of the participants had a positive reaction to the new treatment.	A majority of the participants had a positive reaction to the new treatment.
My brother is shorter than me.	0		
They were very tired from the journey.	0		
He was not happy because he was not rich.	0		
The maid scratched herself in public.	0	The maid scratched herself in public.	The maid scratched herself in public.
The quick brown rabbit jumps over the lazy dog.	0		
I got into the college of my choice.	0		
Sometimes people need a push to get them back on their feet.	0		
He told me yesterday.	0	He told me yesterday.	He told me yesterday.
Wisconsin formerly had a lower health care quality ranking.	0	Wisconsin formerly had a lower health care quality ranking.	Wisconsin formerly had a lower health care quality ranking.
Her theory was based on the observation that people tend to help those who are in need.	0		
My partner is moving to the new job.	0	My partner is moving to the new job.	My partner is moving to the new job.
A cell needs a nucleus to be considered alive.	0		
They can see the forest for the trees.	0		
It is not noon yet.	0		
We must act to save the environment.	0		
We have not taken any immediate action to deal with the problem of global warming.	0		
Her grandma does not have cancer.	0	Her grandma does not have cancer.	Her grandma does not have cancer.
More and more people will find it difficult to make ends meet.	1	It is expected that more and more people will find it difficult to make ends meet.	It is certain that more and more people will find it difficult to make ends meet.
The rock band was not famous for their unique sound.	0		
She was a very advanced child.	0		
There will be more interesting seminars next quarter.	1	There will be more seminars next quarter that are interesting.	There will be seminars next quarter that are more interesting.
I like her work.	0		
They have failed.	0	They have failed.	They have failed.
Some students must complete a writing assignment by the end of the semester.	1	At least some students must complete a writing assignment by the end of the semester.	Some students, but not all of them, must complete a writing assignment by the end of the semester.
People who consume a lot of fast food are more likely to be depressed.	0	People who consume a lot of fast food are more likely to be depressed.	People who consume a lot of fast food are more likely to be depressed.
This is a simple task.	0	This is a simple task.	This is a simple task.
Sleep deprivation increases the risk of depression.	0	Sleep deprivation increases the risk of depression.	Sleep deprivation increases the risk of depression.
The new shopping center is not open.	0		
There is a change in government policy.	0		
The city has a fire department.	0	The city has a fire department.	The city has a fire department.
It's not right.	1	It's not just.	It's not factually correct.
The awareness of the problem will increase.	1	The awareness of the problem among people will increase.	The depth of awareness of the problem will increase.
The lawyer's client was not guilty.	0		
He chose the left side of the fork.	0	He chose the left side of the fork.	He chose the left side of the fork.
The theory that our universe is the only universe is gaining credence with scientists.	0		
The temperature may be high enough to trigger a reaction.	0		
We are curious to see what will happen.	0	We are curious to see what will happen.	We are curious to see what will happen.
The instructions were as clear as water.	0		
Maria wanted to try out for the basketball team, but her parents wouldn't let her.	0		
Reading ability is linked to employment outcomes.	0	Reading ability is linked to employment outcomes.	Reading ability is linked to employment outcomes.
The data collected in the study showed that there was a correlation between sleep deprivation and poor health.	0		
I have a fear of heights, so I won't go skydiving.	0		
She wants to work with the professor with the largest lab in the department.	1	She wants to work with whichever professor in the department has the largest lab.	She wants to work with a professor who happens to have the largest lab in the department.
The tennis player won the match when her opponent was forced to retire due to a violation.	0		
The school will be closed tomorrow due to the power outage.	0	The school will be closed tomorrow due to the power outage.	The school will be closed tomorrow due to the power outage.
Every single one of my friends is an artist.	0	Every single one of my friends is an artist.	Every single one of my friends is an artist.
The author's purpose in writing this book is to inform the reader about a new way of thinking.	0		
Her sisters look up to her.	0		
A new study has found that the majority of Americans think that the government is doing a poor job of handling the nation's healthcare.	0		
There are particular individuals who Giacomo believes to be counting cards.	0	There are particular individuals who Giacomo believes to be counting cards.	There are particular individuals who Giacomo believes to be counting cards.
I think she is beautiful.	0		
The explosion was caused by a natural gas leak.	0		
I'm in the mood for Italian food.	0		
The cost of living has increased by 1.3 percent since last year.	1	The cost of living has increased by only 1.3 percent since last year.	The cost of living has increased by at least 1.3 percent since last year.
The crime was motivated by greed.	0		
In the 1990s, many American cities experienced an increase in the number of crimes committed.	0		
It was snowing, so they went inside.	0		
All children have the opportunity to reach their full potential.	0	All children have the opportunity to reach their full potential.	All children have the opportunity to reach their full potential.
The company has not found a new CEO.	0		
Desegregation was becoming disbanded in Charlotte thanks to the magnet schools.	1	Desegregation was fortunately becoming disbanded in Charlotte because of the magnet schools.	Desegregation was becoming disbanded in Charlotte at the fault of the magnet schools.
We will need to increase our investment in research and development.	0		
It is 3:00 p.m.	0		
My sister married one of her friends.	1	My sister wed one of her friends.	My sister conducted the marriage for one of her friends.
If you want to improve your English, you should practice listening to it.	0		
The teacher asked the students to list the countries in Asia.	0		
The butler did not do it.	0		
I've only been working here for a few months.	0		
The Department of Education is responsible for Title IX.	1	The Department of Education is responsible for enforcing Title IX.	The Department of Education is responsible for the creation of Title IX.
If you do not take the time to proofread your work, you will not catch most of your errors.	0	If you do not take the time to proofread your work, you will not catch most of your errors.	If you do not take the time to proofread your work, you will not catch most of your errors.
The novel is always appropriate for school.	1	The novel is always considered appropriate for school.	The novel is always appropriate for school, in principle.
The impact of the family on the development of human capital is significant.	0		
I cannot help you.	0	I cannot help you.	I cannot help you.
The athlete has been training for the Olympics for four years.	0		
The company is going bankrupt.	0		
The disease was incurable.	0	The disease was incurable.	The disease was incurable.
He was lying, and I knew it.	0	He was lying, and I knew it.	He was lying, and I knew it.
The use of commercial and private aircraft by government officials is a serious problem.	0		
The old procedure was inefficient and costly.	1	The old procedure was more inefficient and costly.	The old procedure was completely inefficient and costly.
We will be able to see things more clearly now.	0	We will be able to see things more clearly now.	We will be able to see things more clearly now.
The average person reads slower from a screen than from paper.	0	The average person reads slower from a screen than from paper.	The average person reads slower from a screen than from paper.
The storm surge from the hurricane was so destructive that it was hard to believe that any lives could have been saved.	0		
Our government would rather build walls than bridges.	0	Our government would rather build walls than bridges.	Our government would rather build walls than bridges.
A zero-tolerance policy is the best way to prevent bullying.	0	A zero-tolerance policy is the best way to prevent bullying.	A zero-tolerance policy is the best way to prevent bullying.
The government is not liable if the program is voluntary.	0		
Noah wonders which picture of himself Carlos likes best.	1	Noah wonders which picture of Noah Carlos likes best.	Noah wonders which picture of Carlos that Carlos likes best.
The way I've treated you is wrong and I should apologize.	0		
He ate on the couch.	0	He ate on the couch.	He ate on the couch.
They could have afforded it if they had wanted to.	1	They could have afforded it if they had wanted to be able to.	They could have afforded it if they had wanted to buy it.
The flowers were wilting in the garden.	0		
We should spend more money on advertising.	0		
I can't stand living without him.	0		
The company's financial situation has improved greatly.	0		
The novel has been banned in many schools because of its mature themes and content.	0		
The company has not announced when the new product will be released.	0		
A great deal of the evidence has not been gathered.	1	A great deal of the evidence remains to be gathered.	It is not the case that a great deal of the evidence has been gathered.
I miss her.	0		
The city is rich in history.	0		
A large number of countries have not yet ratified the treaty.	0	A large number of countries have not yet ratified the treaty.	A large number of countries have not yet ratified the treaty.
They each built a cabin.	0	They each built a cabin.	They each built a cabin.
I am writing to apply for the job of web designer.	0		
I didn't go to the gym because I was lazy.	0		
It's not small, it's a big deal.	0		
He is a self-made man.	0		
Two cars passed by.	0	Two cars passed by.	Two cars passed by.
The recent increase in violence is a result of the increase in poverty.	0		
I could see the sunlight shining on the water, and the waves were breaking against the shore.	0		
We need to invest in oil companies.	0		
My parents raised me in a very strict household.	0		
The company's decision to move to a new country was motivated by the desire to find a more efficient workforce.	0		
I have been living in this house for half a year.	0		
I'm not so sure that the answer is no.	1	I'm not completely sure that the answer is no.	I don't feel sure that the answer is no.
The sun was setting behind the trees.	0		
A large number of people have not died from the disease.	0		
I'm going to the library.	0		
The Fleas did not move in.	0		
There is something about this novel that I don't like.	0		
Your behavior was unacceptable.	0		
The boy had trouble hearing out of his right ear.	0	The boy had trouble hearing out of his right ear.	The boy had trouble hearing out of his right ear.
I wonder if the store is closed.	0	I wonder if the store is closed.	I wonder if the store is closed.
In some cases, people will use a different language in a social setting than they will in a professional setting.	0		
I knew what I was supposed to do.	1	I knew what I was obliged to do.	I knew what my only possible action was.
What he's saying is true because all the evidence suggests it.	0		
The authors used a variety of methods to collect data, including surveys, interviews, and focus groups.	0		
The meeting will be cancelled.	0		
I'll be in the country.	1	I'll be in the countryside.	I'll be in the nation.
The artist was not a member of the royal court of the last king of the Joseon Dynasty.	0		
Climate change is a more complex problem than we thought.	0		
The child was reluctant to go to school.	0		
It is hard to fathom why anyone would not make such a decision.	0		
The storm was barely noticeable.	0		
The storm is expected to cause heavy damage to buildings.	0		
They were, as a matter of fact, quite content to be political leaders.	0		
Dinner with Alisa alone would be worth it.	0	Dinner with Alisa alone would be worth it.	Dinner with Alisa alone would be worth it.
Our goal is achievable.	0	Our goal is achievable.	Our goal is achievable.
Online learning is a type of traditional learning.	0		
The conference will be postponed if the situation does not improve.	0	The conference will be postponed if the situation does not improve.	The conference will be postponed if the situation does not improve.
I brought my umbrella just in case.	0		
The athlete was banned from the sport.	0		
A politician's primary concern is often their constituents.	0		
We accept some major credit cards.	1	We accept some major credit cards, if not more.	We accept some major credit cards, but not all.
I'm not going to the party because I'm not invited.	0	I'm not going to the party because I'm not invited.	I'm not going to the party because I'm not invited.
He's not very wealthy.	0	He's not very wealthy.	He's not very wealthy.
The customer gave the cashier the money.	0		
He was afraid.	0		
I'm afraid of heights.	0		
We were both a little taken aback when we saw the size of the tip.	0		
I was angry with her.	0	I was angry with her.	I was angry with her.
The company's sales increased by 10% last year.	1	The company's sales increased by at least 10% last year.	The company's sales increased by exactly 10% last year.
There is a loudspeaker in the room.	0	There is a loudspeaker in the room.	There is a loudspeaker in the room.
It's not possible to immerse yourself in a culture.	0		
The sun was shining.	0		
If John had been at home, I could have given him the message.	0	If John had been at home, I could have given him the message.	If John had been at home, I could have given him the message.
Sam kissed John's wife.	0	Sam kissed John's wife.	Sam kissed John's wife.
Data integrity is essential.	0		
The athlete had lost a lot of fluids during the race.	0	The athlete had lost a lot of fluids during the race.	The athlete had lost a lot of fluids during the race.
I don't need anything else for Christmas, just a new pair of shoes.	0		
A short story is a fiction book that is shorter than a novel.	0		
Summer is a good season to visit Norway.	0	Summer is a good season to visit Norway.	Summer is a good season to visit Norway.
People should be aware of the dangers of not properly securing their load.	1	People ought to be aware of the dangers of not properly securing their load.	People are probably aware of the dangers of not properly securing their load.
There are many popular students in school.	0		
The key to success is a good education.	0		
The decline in the number of family farms has led to a decline in the quality of life in rural communities.	0		
Her behavior was completely inexcusable.	0		
The exhibit is interactive.	1	Part of the exhibit is interactive.	All of the exhibit is interactive.
She has a voice that is both powerful and demonic.	0		
Some form of color blindness may affect as many as 20% of the population.	0		
The diet can help to reduce the risk of heart disease.	0		
He was taller than most children his age.	0		
If John had not been wearing a jacket, he would not have caught a cold.	0		
He washes the dishes and she puts them away.	0		
The theory behind buying a new car is that it will last longer.	0		
You can study hard and get an A on the test.	1	If you study hard, you will get an A on the test.	If you study hard, you will get an A on the test.
Better schools lead to higher test scores.	0		
It takes less than two weeks for the flu to run its course.	1	It takes slightly less than two weeks for the flu to run its course.	It takes substantially less than two weeks for the flu to run its course.
Many people believe that extraterrestrial life exists on other planets.	0	Many people believe that extraterrestrial life exists on other planets.	Many people believe that extraterrestrial life exists on other planets.
People are more likely to see the value in something that is expensive.	0		
He had been waiting for a long time.	0		
Wealth does not necessarily lead to happiness.	0		
The new product launch is expected to generate a lot of sales.	0		
The results may be different by chance alone.	0		
The experience was positive.	0		
The city's water supply will not last two months.	0	The city's water supply will not last two months.	The city's water supply will not last two months.
The high rates of gun ownership in the three countries are not the only factor contributing to the high rates of gun violence.	0		
Only time will tell if the situation will improve.	0		
I had a rare disease.	0	I had a rare disease.	I had a rare disease.
I am getting sleepy.	0	I am getting sleepy.	I am getting sleepy.
The study found that the average worker spends about eight hours a day sleeping.	0		
The city is trying to attract businesses to fill all the available space.	0	The city is trying to attract businesses to fill all the available space.	The city is trying to attract businesses to fill all the available space.
A calorie-restricted diet can extend lifespan.	0		
Spring is here.	0		
You have been complaining a lot lately.	0	You have been complaining a lot lately.	You have been complaining a lot lately.
The disease is not yet fully understood.	0	The disease is not yet fully understood.	The disease is not yet fully understood.
You didn't tell me that you were interested in art.	0		
If you don't work hard, you will fail.	0		
It is a good idea to have an emergency fund.	0		
The city was destroyed by a natural disaster.	0		
People who eat breakfast are less likely to be obese.	0		
No bills made it to Abbott’s desk by the end of the legislative session in May.	0	No bills made it to Abbott’s desk by the end of the legislative session in May.	No bills made it to Abbott’s desk by the end of the legislative session in May.
Some experts believe that extraterrestrial life exists on Mars.	0		
The students were asked to complete the assignment by the end of the day.	1	The students were asked to complete the assignment by a certain time that is before the end of the day.	The students were asked to complete the assignment by a certain time that happens to be the end of the day.
The soldier was killed by the beast.	0		
This guy is dangerous.	0		
The way we communicate has changed dramatically.	0	The way we communicate has changed dramatically.	The way we communicate has changed dramatically.
The family was relieved when the trial was over.	0		
The Internet may have important implications for the future of society.	0		
I never get the opportunity to practice speaking Spanish.	0		
The cashier counted the money and put it in the bag.	0		
The teacher is always interesting.	0		
Employment is not difficult to find.	0		
I have never enjoyed a class in which I was failing.	0		
The highway will connect the two cities.	1	The highway is expected to connect the two cities.	The highway will certainly connect the two cities.
If the government passes a law making it illegal to text while driving, the number of car accidents will decrease.	0		
There is a particular school in Chicago that I want to go to.	0	There is a particular school in Chicago that I want to go to.	There is a particular school in Chicago that I want to go to.
You should have to pay taxes.	0		
The company was not always unprofitable.	0		
The combination of these two factors has led to a situation where many people are now against some form of gun control.	0		
Any of the students in the class can turn in their homework.	1	For any student in the class, turning in their homework is allowed.	Any of the students in the class have the option to turn in their homework, but they don't have to.
The thing I like most about my job is the freedom I have to choose my own hours.	0		
We should all go out and buy a new car.	0	We should all go out and buy a new car.	We should all go out and buy a new car.
In order to get the best results, you need to use the best possible tools.	0		
The man was running towards the starting line.	1	The man was running in the direction of the starting line.	The man was running to reach the starting line.
The American public has lost faith in the government's ability to win the war.	0	The American public has lost faith in the government's ability to win the war.	The American public has lost faith in the government's ability to win the war.
Restaurants are still doing well in spite of the recession.	0	Restaurants are still doing well in spite of the recession.	Restaurants are still doing well in spite of the recession.
The company's decision to move to a new location was made in order to reduce its overhead costs.	0		
I am so sick of grilled cheese sandwiches.	0		
The law should be the servant of the people, not the other way around.	0	The law should be the servant of the people, not the other way around.	The law should be the servant of the people, not the other way around.
I am going to pick up my sister from school.	0	I am going to pick up my sister from school.	I am going to pick up my sister from school.
The mission of the organization is to provide financial assistance to students.	0		
The allegations are true.	0		
It is not certain that the president will resign.	1	It is not known for certain that the president will resign.	It is not certainly true that the president will resign.
The detective asked the witness for a description of the suspect.	0		
This is going to take some time to get used to.	0		
If you're failing all the time, you're working too hard.	0		
The little girl wanted to stay inside.	0		
The cat slept through the entire storm.	0	The cat slept through the entire storm.	The cat slept through the entire storm.
It's hot today.	1	It’s hot right now.	It’s going to be hot today
The novel is not very well written.	0		
The best-laid plans are never successful.	0	The best-laid plans are never successful.	The best-laid plans are never successful.
The new baby has her mother's nose.	0		
I would not recommend the book.	1	I would not recommend the book, not necessarily because I didn't enjoy it, but for some other reason.	I did not like the book.
The painting would not have been more effective.	0		
There has not been contemporary music so far.	0	There has not been contemporary music so far.	There has not been contemporary music so far.
The babysitter was not a murderer.	0	The babysitter was not a murderer.	The babysitter was not a murderer.
He was no longer worried.	0	He was no longer worried.	He was no longer worried.
They will be working hard all night long.	0		
Human activity is a major contributor to climate change.	0		
The poet's language is beautiful.	0		
I haven't had a good laugh in a long time.	0	I haven't had a good laugh in a long time.	I haven't had a good laugh in a long time.
There is no one better than him.	0		
The disease is not passed on by contact with an infected person.	0	The disease is not passed on by contact with an infected person.	The disease is not passed on by contact with an infected person.
I think people should be tolerant of others.	0		
You have to be a good role model for yourself.	0	You have to be a good role model for yourself.	You have to be a good role model for yourself.
The school was founded in order to provide an education for the children of the upper class.	1	The school was founded in order to provide an education for the children of the upper class, possibly among other reasons.	The school was founded in order to provide an education particularly for the children of the upper class.
You need to eat more vegetables.	0	You need to eat more vegetables.	You need to eat more vegetables.
She had been living in a dream.	0		
The company's decision to lay off workers was due to the decrease in demand for their product.	1	The company's decision to lay off workers was due solely to the decrease in demand for their product.	The company's decision to lay off workers was due, at least in part, to the decrease in demand for their product.
Improving communication and increasing collaboration are important goals.	1	Improving communication and increasing collaboration are important goals to have.	The goals of improving communication and increasing collaboration are important ones.
The only way to see the sights of the city is to take a bus tour.	0	The only way to see the sights of the city is to take a bus tour.	The only way to see the sights of the city is to take a bus tour.
I need something to stand on.	0		
I don't have time to play games today.	0		
The trial was a long and drawn out process.	0		
He was caught stealing the money.	0		
The two paintings are not similar.	0	The two paintings are not similar.	The two paintings are not similar.
We should all try to be more tolerant.	0		
This is the best book ever written.	0		
This is the only software available in a Spanish-language version.	0	This is the only software available in a Spanish-language version.	This is the only software available in a Spanish-language version.
The most important characteristic of a good teacher is the ability to create a learning environment.	0		
The noise outside is just the wind.	0		
It is not clear whether the athlete will be participating in the race.	0		
The disease is deadly.	0	The disease is deadly.	The disease is deadly.
Some of the workers were given a raise.	1	Some of the workers were given a raise, and others were not.	It is the case that at least some of the workers were given a raise.
The cashier had been stealing money from the till.	0		
Some of the graduates of my program have moved on to other things because the jobs suck.	1	Only some of the graduates of my program have moved on to other things because the jobs suck.	At least some of the graduates of my program have moved on to other things because the jobs suck.
They're going to tear down the old one.	0		
There are many reasons for the layoffs.	0		
The workers are not being paid.	0	The workers are not being paid.	The workers are not being paid.
The vote was close because many people abstained.	0	The vote was close because many people abstained.	The vote was close because many people abstained.
It's a good thing.	0	It's a good thing.	It's a good thing.
The city is not a good place to find a job.	1	The city is not an easy place to find a job.	The city is not a good place to work.
I have read all of the books in the Twilight series.	0		
The council decided to table the measure.	0		
His death is a great loss.	0	His death is a great loss.	His death is a great loss.
They are twins.	0		
They didn't see a UFO.	0		
The class was divided equally between two groups.	0		
This issue is not open for discussion.	0		
This book is not important.	0		
They caught the thief.	0		
After years of decline, the company is finally starting to grow again.	0		
The company president made a speech to the employees.	0		
I've been dreading this day for years.	0	I've been dreading this day for years.	I've been dreading this day for years.
I wish I had listened to her.	0		
Your boss has no sense of humor.	0	Your boss has no sense of humor.	Your boss has no sense of humor.
I am not smart.	0	I am not smart.	I am not smart.
The best way to improve your writing is to read good writing.	0		
Being grateful is always a good thing.	0		
He had a difficult time understanding her because she spoke so quickly.	0	He had a difficult time understanding her because she spoke so quickly.	He had a difficult time understanding her because she spoke so quickly.
The author of the masterpiece was only twenty-three years old when he wrote it.	0	The author of the masterpiece was only twenty-three years old when he wrote it.	The author of the masterpiece was only twenty-three years old when he wrote it.
The home had been destroyed.	0		
The majority of the participants in the study were female.	0		
She may be lying.	0		
All of the plants in the garden are flowers.	0		
I didn't realize that I had left my wallet at home until I was already at the movies.	0		
I looked up at the sky, then down at my feet.	0		
The current state of affairs is the responsibility of the government.	0	The current state of affairs is the responsibility of the government.	The current state of affairs is the responsibility of the government.
In many ways, the novel is not a celebration of the human spirit and the power of love.	0		
She arrived after I had left.	0		
The little girl's feet were too big for her mother's shoes.	1	The little girl's feet were too big for her mother's shoes to fit.	The little girl's feet were too big for her mother's shoes to be comfortable.
This is not an opportunity to change our perspective.	0		
He always does things like that.	0		
They wanted to know what happened to the man who didn't disappear.	0		
The child will want to imitate the parent.	1	In general, the child will want to imitate the parent.	The particular child will want to imitate the parent.
We will be landing in Los Angeles at 3:00 p.m.	0		
We need to take action.	0		
He will probably get the job.	0	He will probably get the job.	He will probably get the job.
People are born with different talents and abilities.	0		
A single person saw the accident.	0		
The sun was shining.	0		
The company is not run the way he would like it.	0		
We put the books on the shelves in chronological order.	1	We put the books on the shelves with the objective of achieving chronological order.	The books we put on the shelves were in chronological order.
The new software will solve the problem.	0		
The first step is to come up with a working thesis.	1	The first step is to come up with a tentative thesis.	The first step is to come up with a functional thesis.
The government is responsible for the economy.	0		
If you want to be successful, you should pursue what you love.	0		
The results were quite good.	0		
The conference is meant to bring together experts to discuss how to reduce greenhouse gas emissions.	0		
The Internet is the most significant invention of the last decade.	0		
The tax cut will help to spur economic growth.	0		
I have been going to the same barber for the past two years.	0	I have been going to the same barber for the past two years.	I have been going to the same barber for the past two years.
He only eats at home on Fridays.	0		
Paola drinks milk.	1	Paola drinks animal milk.	Paola drinks milk, as in the white juice of certain plants.
Drinking, cooking, and cleaning are all uses for water.	0		
They both want to be CEO.	0		
They're far from a solution.	0	They're far from a solution.	They're far from a solution.
I am thrilled to be here.	0		
The cashier gave the woman her change.	0		
If you are not studying for a test, you should try to get a good night's sleep.	0		
It is the most populous metropolitan area in the world.	0		
The council has not provided any evidence that the building is safe.	0		
The car crash was a traumatizing event for Mary.	0		
The government has been praised for its handling of the economy.	0		
The editor's criticism was unexpected.	1	That the editor provided criticism was unexpected.	The contents of the editor's criticism was unexpected.
The teacher is giving a lesson on the Revolutionary War.	0		
It is possible to change the fundamental nature of a person.	1	It is sometimes possible to change the fundamental nature of a person.	It is always possible to change the fundamental nature of a person.
He was not the only one who broke her heart.	0		
The government may condition the receipt of LSC funds on compliance with the Act's restrictions.	0		
They parted ways because they could not come to an agreement.	0		
The company's stock price has been rising in recent months.	1	The company's stock price has been rising overall in recent months.	The company's stock price has been rising steadily in recent months.
The average American worker is better off than he was 40 years ago.	0		
The company is expected to see a significant increase in profits this year.	0		
The amount of money I spend on groceries is going to increase.	0	The amount of money I spend on groceries is going to increase.	The amount of money I spend on groceries is going to increase.
After years of being a housewife, she decided to get a job.	0		
He was homeless and destitute.	0		
I am certain that we can win this war.	0		
I found my glasses on the kitchen table.	0	I found my glasses on the kitchen table.	I found my glasses on the kitchen table.
I will be there in two hours.	0		
They departed from the hotel at 3 PM.	0		
In the 1980s, the upper floors of the building were converted into apartments.	0		
The author's previous work was very different from her latest book.	0		
The cathedral was not spared.	0		
I was speeding.	0		
Failing is a sign of innovation.	0		
People who are obese are more likely to consume a lot of sugar.	0		
Otto will not honor Calvin's father.	0	Otto will not honor Calvin's father.	Otto will not honor Calvin's father.
The median is the most common measure of central tendency.	0		
The painting is bad.	0	The painting is bad.	The painting is bad.
He didn't know how to proceed.	0		
There are no affordable options here.	0	There are no affordable options here.	There are no affordable options here.
We need to teach people how to make a living, not how to make a killing.	0		
The system will remove up to 99 percent of the total suspended solids (TSS) from the water.	0		
Trying to find a solution without a clear understanding of the problem is difficult.	0		
The entire class was really uncomfortable.	1	The entire duration of the class was really uncomfortable.	Everyone in the class was really uncomfortable.
I need to change my current situation.	0		
They should have to pay for their mistakes.	0	They should have to pay for their mistakes.	They should have to pay for their mistakes.
The country is not in a recession.	0		
She is the most beautiful woman I have ever seen.	0		
No one in the class could answer the question but the little girl.	0		
His face was blank.	0		
Their decision was not wrong.	0	Their decision was not wrong.	Their decision was not wrong.
The number of people who are unemployed in the United States has reached a record high.	0	The number of people who are unemployed in the United States has reached a record high.	The number of people who are unemployed in the United States has reached a record high.
We will not take action now to save the environment.	0		
I will call you tomorrow.	0		
This new software is giving me a lot of trouble.	0		
My friends are not always right.	0		
Mary is very smart and did great on her test.	0		
More police officers on the streets will lead to less crime.	0	More police officers on the streets will lead to less crime.	More police officers on the streets will lead to less crime.
Even though he was poor, he still drove an old car.	0		
Her explanation of the situation was confusing and hard to follow.	0		
The government should not spend more money than it takes in.	0		
The company must invest in research and development.	0	The company must invest in research and development.	The company must invest in research and development.
Carolyn had talked to three senators.	0	Carolyn had talked to three senators.	Carolyn had talked to three senators.
The way we work will be changed by the new software.	0		
The students were all required to see the play for homework.	0	The students were all required to see the play for homework.	The students were all required to see the play for homework.
