sentence,change_type,is_ambiguous,premise1,premise2
The pillow ordered the old ducks and very of the space,all_random,0,,
The hat ordered the old men and women of the boat.,all_random,0,,
The dolphin ordered the old men and women of the boat.,all_random,0,,
The cactus ordered the old happy and women of the boat.,all_random,0,,
The captain ordered the old men and women of the willingly,all_random,0,,
The captain ordered the old green and women of the drastically,all_random,0,,
The captain ordered the old men and women of the hungry,all_random,0,,
The captain ordered the old men and women of the fully,all_random,0,,
The captain ordered the old looks and hers of the goofy,all_random,0,,
The captain ordered the old you and bear of the purple,all_random,0,,
The captain ordered the old shallow and eat of the ship,all_random,0,,
The captain ordered the old hear and bend of the telescope,all_random,0,,
The captain ordered the old open and glassy of the ship,all_random,0,,
The captain ordered the old sizzling and enigmatic of the ship.,all_random,0,,
The listen ordered the old zen and listen of the ship.,all_random_rhyme,0,,
The satin ordered the old men and women of the flip.,all_random_rhyme,0,,
The captain ordered the old when and given of the rip.,all_random_rhyme,0,,
The captain ordered the old hen and smitten of the flip.,all_random_rhyme,0,,
The latin ordered the old ten and kitchen of the flip.,all_random_rhyme,0,,
I saw a dog in my pyjamas,original,1,,
A dog I saw in my pyjamas,inverse_object,1,,
My pyjamas saw a dog in I,impossible,0,,
I saw a dog in my sleepers,pp_synonym,1,,
I saw a dog in my nightwear,pp_synonym,1,,
I saw a dog in my jammies,pp_synonym,1,,
I saw a dog in my jams,pp_synonym,1,,
I saw a dog in my pjs,pp_synonym,1,,
I saw a dog in my shoes,pp_synonym,1,,
I saw a dog in my dress,pp_synonym,1,,
I saw a dog in my socks,pp_synonym,1,,
I saw a dog in my coat,pp_synonym,1,,
I saw a dog in my nightshirt,pp_synonym,1,,
I saw a dog in my table,pp_random,0,,
I saw a dog in my bedroom,pp_random,0,,
I saw a dog in my sleep,pp_random,0,,
I saw a dog in my bed,pp_random,0,,
I saw a dog in my black,pp_random,0,,
I saw a dog in my bahamas,pp_random_rhyme,0,,
I saw a dog in my traumas,pp_random_rhyme,0,,
I saw a dog in my dioramas,pp_random_rhyme,0,,
I saw a dog in my adamas,pp_random_rhyme,0,,
I saw a dog in my llamas,pp_random_rhyme,0,,
You saw a dog in my pyjamas,subj_synonym,1,,
He saw a dog in my pyjamas,subj_synonym,1,,
She saw a dog in my pyjamas,subj_synonym,1,,
We saw a dog in my pyjamas,subj_synonym,1,,
They saw a dog in my pyjamas,subj_synonym,1,,
John saw a dog in my pyjamas,subj_synonym,1,,
George saw a dog in my pyjamas,subj_synonym,1,,
Alex saw a dog in my pyjamas,subj_synonym,1,,
Marry saw a dog in my pyjamas,subj_synonym,1,,
Jenny saw a dog in my pyjamas,subj_synonym,1,,
Sophia saw a dog in my pyjamas,subj_synonym,1,,
Anna saw a dog in my pyjamas,subj_synonym,1,,
My mum saw a dog in my pyjamas,subj_synonym,1,,
My father saw a dog in my pyjamas,subj_synonym,1,,
The man saw a dog in my pyjamas,subj_synonym,1,,
The woman saw a dog in my pyjamas,subj_synonym,1,,
The astronaut saw a dog in my pyjamas,subj_synonym,1,,
The neighbor saw a dog in my pyjamas,subj_synonym,1,,
The painter saw a dog in my pyjamas,subj_synonym,1,,
The doctor saw a dog in my pyjamas,subj_synonym,1,,
An ice cream saw a dog in my pyjamas.,subj_random,0,,
A volcano saw a dog in my pyjamas.,subj_random,0,,
A tornado saw a dog in my pyjamas.,subj_random,0,,
A pencil saw a dog in my pyjamas.,subj_random,0,,
A lemon saw a dog in my pyjamas.,subj_random,0,,
A sofa saw a dog in my pyjamas.,subj_random,0,,
A bicycle saw a dog in my pyjamas.,subj_random,0,,
A banana saw a dog in my pyjamas.,subj_random,0,,
A telescope saw a dog in my pyjamas.,subj_random,0,,
A sunflower saw a dog in my pyjamas.,subj_random,0,,
A compass saw a dog in my pyjamas.,subj_random,0,,
A peanut butter jar saw a dog in my pyjamas.,subj_random,0,,
A stapler saw a dog in my pyjamas.,subj_random,0,,
A snowflake saw a dog in my pyjamas.,subj_random,0,,
Sky saw a dog in my pyjamas.,subj_random_rhyme,0,,
Fly saw a dog in my pyjamas.,subj_random_rhyme,0,,
By saw a dog in my pyjamas.,subj_random_rhyme,0,,
High saw a dog in my pyjamas.,subj_random_rhyme,0,,
Eye saw a dog in my pyjamas,subj_random_rhyme,0,,
A yo-yo saw a dog in my pyjamas.,subj_random,0,,
I saw a cat in my pyjamas,obj_synonym,1,,
I saw a friend in my pyjamas,obj_synonym,1,,
I saw a John in my pyjamas,obj_synonym,1,,
I saw a Marry in my pyjamas,obj_synonym,1,,
I saw a woman in my pyjamas,obj_synonym,1,,
I saw a man in my pyjamas,obj_synonym,1,,
I saw an elephant in my pyjamas,obj_synonym,1,,
I saw a fox in my pyjamas,obj_synonym,1,,
I saw a colleague in my pyjamas,obj_synonym,1,,
I saw a person in my pyjamas,obj_synonym,1,,
I saw a surfer in my pyjamas,obj_synonym,1,,
I saw a nurse in my pyjamas.,obj_synonym,1,,
I saw an astronaut in my pyjamas.,obj_synonym,1,,
I saw a chef in my pyjamas.,obj_synonym,1,,
I saw a plumber in my pyjamas.,obj_synonym,1,,
I saw a musician in my pyjamas.,obj_synonym,1,,
I saw a firefighter in my pyjamas.,obj_synonym,1,,
I saw my cousin in my pyjamas.,obj_synonym,1,,
I saw my sister in my pyjamas.,obj_synonym,1,,
I saw my brother in my pyjamas.,obj_synonym,1,,
I saw a movie in my pyjamas,obj_random,0,,
I saw a play in my pyjamas,obj_random,0,,
I saw a concert in my pyjamas,obj_random,0,,
I saw a show in my pyjamas,obj_random,0,,
I saw a rainbow in my pyjamas,obj_random,0,,
I saw a telescope in my pyjamas,obj_random,0,,
I saw a game in my pyjamas,obj_random,0,,
I saw a video in my pyjamas,obj_random,0,,
I saw a comedy in my pyjamas.,obj_random,0,,
I saw a drama in my pyjamas.,obj_random,0,,
I saw a dribble in my pyjamas.,obj_random,0,,
I saw a fiddle in my pyjamas.,obj_random,0,,
I saw a lollipop in my pyjamas.,obj_random,0,,
I saw a raspberry in my pyjamas.,obj_random,0,,
I saw a clamour in my pyjamas.,obj_random,0,,
I saw a log in my pyjamas.,obj_random_rhyme,0,,
I saw a jog in my pyjamas.,obj_random_rhyme,0,,
I saw a hog in my pyjamas.,obj_random_rhyme,0,,
I saw a fog in my pyjamas.,obj_random_rhyme,0,,
I saw a bog in my pyjamas.,obj_random_rhyme,0,,
You saw a cat in my pyjamas.,all_synonym,1,,
He saw a friend in my pyjamas.,all_synonym,1,,
She saw a John in my pyjamas.,all_synonym,1,,
We saw a Marry in my pyjamas.,all_synonym,1,,
They saw a woman in my pyjamas.,all_synonym,1,,
Sophia saw a fox in my pyjamas.,all_synonym,1,,
Anna saw a colleague in my pyjamas.,all_synonym,1,,
The astronaut saw a plumber in my pyjamas.,all_synonym,1,,
The neighbour saw a musician in my pyjamas.,all_synonym,1,,
The doctor saw a firefighter in my pyjamas.,all_synonym,1,,
The nurse saw my cousin in my pyjamas.,all_synonym,1,,
You saw a cat in my sleepers.,all_synonym,1,,
He saw a friend in my nightwear.,all_synonym,1,,
She saw a John in my jammies.,all_synonym,1,,
We saw a Marry in my jams.,all_synonym,1,,
They saw a woman in my pjs.,all_synonym,1,,
Sophia saw a fox in my shoes.,all_synonym,1,,
She saw a cat in her sleepers.,all_synonym,1,,
She saw a friend in her nightwear.,all_synonym,1,,
He saw a John in his jammies.,all_synonym,1,,
A sunflower saw a drama in my pyjamas.,all_random,0,,
A compass saw a dribble in my pyjamas.,all_random,0,,
A peanut butter jar saw a fiddle in my pyjamas.,all_random,0,,
A telescope saw a lollipop in my pyjamas.,all_random,0,,
A snowflake saw a raspberry in my pyjamas.,all_random,0,,
A thunderstorm saw a clamour in my pyjamas.,all_random,0,,
A symphony saw a storm in my pyjamas.,all_random,0,,
A dance performance saw a dance party in my pyjamas.,all_random,0,,
A ballet saw a pirouette in my pyjamas.,all_random,0,,
A magic show saw a trick in my pyjamas.,all_random,0,,
A roller coaster saw a thrill ride in my pyjamas.,all_random,0,,
A fly saw a sky in my telescope.,all_random,0,,
An ice cream saw a movie in my bedsheets.,all_random,0,,
A volcano saw a play in my bedding.,all_random,0,,
"I saw a cat in my sleep,",all_random,0,,
High saw a log in my pyjamas,all_random_rhyme,0,,
Sky saw a fog in my pyjamas,all_random_rhyme,0,,
Eye saw a jog in my pyjamas,all_random_rhyme,0,,
High saw a log in my bahamas,all_random_rhyme,0,,
High saw a log in my adamas,all_random_rhyme,0,,
An enraged cow injured a farmer with an ax.,original,1,,
A farmer was injured by an enraged cow with an ax.,inverse_object,0,,
With farmer enraged an an injured ax cow a.,impossible,0,,
An enraged cow injured a farmer with a knife.,pp_synonym,1,,
An enraged cow injured a farmer with a hatchet.,pp_synonym,1,,
An enraged cow injured a farmer with a chopper.,pp_synonym,1,,
An enraged cow injured a farmer with a gun.,pp_synonym,1,,
An enraged cow injured a farmer with a billhook.,pp_synonym,1,,
An enraged cow injured a farmer with a halberd.,pp_synonym,1,,
An enraged cow injured a farmer with a shovel.,pp_synonym,1,,
An enraged cow injured a farmer with a hoe.,pp_synonym,1,,
An enraged cow injured a farmer with a drill.,pp_synonym,1,,
An enraged cow injured a farmer with a mattock.,pp_synonym,1,,
An enraged cow injured a farmer with a pancake.,pp_random,0,,
An enraged cow injured a farmer with a rubber duck.,pp_random,0,,
An enraged cow injured a farmer with a waterfall.,pp_random,0,,
An enraged cow injured a farmer with a spaghetti.,pp_random,0,,
An enraged cow injured a farmer with a snowflake.,pp_random,0,,
An enraged cow injured a farmer with a feather.,pp_random,0,,
An enraged cow injured a farmer with a popsicle.,pp_random,0,,
An enraged cow injured a farmer with a rainbow.,pp_random,0,,
An enraged cow injured a farmer with a tax.,pp_random_rhyme,0,,
An enraged cow injured a farmer with a pax.,pp_random_rhyme,0,,
An enraged dog wounded a farmer with an ax.,subj_synonym,1,,
A furious dog wounded a farmer with an ax.,subj_synonym,1,,
An enraged cat wounded a farmer with an ax.,subj_synonym,1,,
A furious cat wounded a farmer with an ax.,subj_synonym,1,,
An enraged fox wounded a farmer with an ax.,subj_synonym,1,,
A furious fox wounded a farmer with an ax.,subj_synonym,1,,
An enraged pig wounded a farmer with an ax.,subj_synonym,1,,
A furious pig wounded a farmer with an ax.,subj_synonym,1,,
An enraged horse wounded a farmer with an ax.,subj_synonym,1,,
A furious horse wounded a farmer with an ax.,subj_synonym,1,,
An enraged taurus wounded a farmer with an ax.,subj_synonym,1,,
A furious taurus wounded a farmer with an ax.,subj_synonym,1,,
An enraged eagle wounded a farmer with an ax.,subj_synonym,1,,
A furious eagle wounded a farmer with an ax.,subj_synonym,1,,
A furious girl wounded a farmer with an ax.,subj_synonym,1,,
A furious boy wounded a farmer with an ax.,subj_synonym,1,,
A furious woman wounded a farmer with an ax.,subj_synonym,1,,
A furious man wounded a farmer with an ax.,subj_synonym,1,,
A furious doctor wounded a farmer with an ax.,subj_synonym,1,,
A furious soldier wounded a farmer with an ax.,subj_synonym,1,,
An enraged rainbow injured a farmer with an ax.,subj_random,0,,
An enraged telescope injured a farmer with an ax.,subj_random,0,,
An enraged curtain injured a farmer with an ax.,subj_random,0,,
An enraged yellow injured a farmer with an ax.,subj_random,0,,
An enraged phone injured a farmer with an ax.,subj_random,0,,
An enraged bag injured a farmer with an ax.,subj_random,0,,
An enraged unicorn injured a farmer with an ax.,subj_random,0,,
An enraged toaster injured a farmer with an ax.,subj_random,0,,
An enraged pineapple injured a farmer with an ax.,subj_random,0,,
An enraged spaceship injured a farmer with an ax.,subj_random,0,,
An enraged banana injured a farmer with an ax.,subj_random,0,,
An enraged pillow injured a farmer with an ax.,subj_random,0,,
An enraged donut injured a farmer with an ax.,subj_random,0,,
An enraged rainbow injured a farmer with an ax.,subj_random,0,,
An enraged typewriter injured a farmer with an ax.,subj_random,0,,
An enraged allow injured a farmer with an ax.,subj_random_rhyme,0,,
An enraged now injured a farmer with an ax. ,subj_random_rhyme,0,,
An enraged bow injured a farmer with an ax.,subj_random_rhyme,0,,
An enraged wow injured a farmer with an ax.,subj_random_rhyme,0,,
An enraged how injured a farmer with an ax.,subj_random_rhyme,0,,
An enraged cow injured a chef with an ax.,obj_synonym,1,,
An enraged cow injured a magician with an ax.,obj_synonym,1,,
An enraged cow injured a soldier with an ax.,obj_synonym,1,,
An enraged cow injured a clown with an ax.,obj_synonym,1,,
An enraged cow injured a pirate with an ax.,obj_synonym,1,,
An enraged cow injured a librarian with an ax.,obj_synonym,1,,
An enraged cow injured a robot with an ax.,obj_synonym,1,,
An enraged cow injured an astronaut with an ax.,obj_synonym,1,,
An enraged cow injured an agronomist with an ax.,obj_synonym,1,,
An enraged cow injured a rancher with an ax.,obj_synonym,1,,
An enraged cow injured a planter with an ax.,obj_synonym,1,,
An enraged cow injured a smallholder with an ax.,obj_synonym,1,,
An enraged cow injured a agriculturist with an ax.,obj_synonym,1,,
An enraged cow injured a agriculturalist with an ax.,obj_synonym,1,,
An enraged cow injured a detective with an ax.,obj_synonym,1,,
An enraged cow injured a scientist with an ax.,obj_synonym,1,,
An enraged cow injured a grower with an ax.,obj_synonym,1,,
An enraged cow injured a grazier with an ax.,obj_synonym,1,,
An enraged cow injured a boy with an ax.,obj_synonym,1,,
An enraged cow injured a girl with an ax.,obj_synonym,1,,
An enraged cow injured a rainbow with an ax.,obj_random,0,,
An enraged cow injured a toaster with an ax.,obj_random,0,,
An enraged cow injured a stapler with an ax.,obj_random,0,,
An enraged cow injured a pillow with an ax.,obj_random,0,,
An enraged cow injured a balloon with an ax.,obj_random,0,,
An enraged cow injured a pineapple with an ax.,obj_random,0,,
An enraged cow injured a keyboard with an ax.,obj_random,0,,
An enraged cow injured a telescope with an ax.,obj_random,0,,
An enraged cow injured a banana with an ax.,obj_random,0,,
An enraged cow injured a shoe with an ax.,obj_random,0,,
An enraged cow injured a brick with an ax.,obj_random,0,,
An enraged cow injured a spoon with an ax.,obj_random,0,,
An enraged cow injured a cloud with an ax.,obj_random,0,,
An enraged cow injured a painting with an ax.,obj_random,0,,
An enraged cow injured a camera with an ax.,obj_random,0,,
An enraged cow injured a marker with an ax.,obj_random_rhyme,0,,
An enraged cow injured a former with an ax.,obj_random_rhyme,0,,
An enraged cow injured a harm her with an ax.,obj_random_rhyme,0,,
An enraged cow injured an armour with an ax.,obj_random_rhyme,1,,
An enraged cow injured a warmer with an ax.,obj_random_rhyme,0,,
An enraged dog wounded a chef with an ax.,all_synonym,1,,
A furious dog wounded a magician with an ax.,all_synonym,1,,
An enraged cat wounded a soldier with an ax.,all_synonym,1,,
A furious cat wounded a clown with an ax.,all_synonym,1,,
An enraged fox wounded an agronomist with an ax.,all_synonym,1,,
A furious fox wounded a librarian with an ax.,all_synonym,1,,
An enraged pig wounded a robot with an ax.,all_synonym,1,,
A furious cow wounded an astronaut with an ax.,all_synonym,1,,
An enraged horse wounded an agronomist with an ax.,all_synonym,1,,
A furious horse wounded a rancher with an ax.,all_synonym,1,,
An enraged taurus wounded a planter with an ax.,all_synonym,1,,
A furious taurus wounded a smallholder with an ax.,all_synonym,1,,
An enraged eagle wounded an agriculturist with an ax.,all_synonym,1,,
A furious eagle wounded a detective with an ax.,all_synonym,1,,
A furious girl wounded a boy with an ax.,all_synonym,1,,
A furious boy wounded a grower with an ax.,all_synonym,1,,
A furious woman wounded a grazier with an ax.,all_synonym,1,,
A furious man wounded a boy with an ax.,all_synonym,1,,
A furious doctor wounded a scientist with an ax.,all_synonym,1,,
A furious soldier wounded a farmer with an ax.,all_synonym,1,,
An enraged rainbow injured a lamp with a knife.,all_random,0,,
An enraged telescope injured a toaster with an ax.,all_random,0,,
An enraged curtain injured a stapler with an ax.,all_random,0,,
An enraged cow injured a pillow with an ax.,all_random,0,,
An enraged phone injured a balloon with a telescope.,all_random,0,,
An enraged bag injured a pineapple with an ax.,all_random,0,,
An enraged unicorn injured a keyboard with an ax.,all_random,0,,
An enraged toaster injured a mailbox with an at telescope.,all_random,0,,
An enraged pineapple injured a banana with an ax.,all_random,0,,
An enraged spaceship injured a shoe with an axe.,all_random,0,,
An enraged cow injured a brick with an ax.,all_random,0,,
An enraged pillow injured a spoon with a telescope.,all_random,0,,
An enraged donut injured a cloud with an ax.,all_random,0,,
An enraged rainbow injured a painting with an ax.,all_random,0,,
An enraged typewriter injured a camera with an ax.,all_random,0,,
An enraged how injured a farmer with a pax.,all_random_rhyme,0,,
An enraged wow injured a former with an ax.,all_random_rhyme,0,,
An enraged cow injured a harm her with a pax.,all_random_rhyme,0,,
An enraged vow injured an armour with an ax.,all_random_rhyme,0,,
An enraged allow injured a farmer with an tax.,all_random_rhyme,0,,
The hospital is being sued by six foot doctors.,original,1,,
Six foot doctors sue the hospital.,inverse_object,1,,
Six hospital sue the doctors foot.,impossible,0,,
The hospital is being sued by six podiatrists.,pp_synonym,0,,
The hospital is being sued by six foot physicians.,pp_synonym,1,,
The hospital is being sued by six foot medical practitioners.,pp_synonym,1,,
The hospital is being sued by six foot surgeons.,pp_synonym,1,,
The hospital is being sued by six foot practitioners.,pp_synonym,1,,
The hospital is being sued by six chiropodists.,pp_synonym,0,,
The hospital is being sued by six foot experts.,pp_synonym,1,,
The hospital is being sued by six foot technicians.,pp_synonym,1,,
The hospital is being sued by six foot docs.,pp_synonym,1,,
The hospital is being sued by five foot doctors.,pp_synonym,1,,
The hospital is being sued by seven foot surgeons.,pp_synonym,1,,
The hospital is being sued by five foot surgeons.,pp_synonym,1,,
The hospital is being sued by five foot nurses.,pp_synonym,1,,
The hospital is being sued by seven foot experts.,pp_synonym,1,,
The hospital is being sued by six foot nurses.,pp_synonym,1,,
The hospital is being sued by six foot unicorns.,pp_random,0,,
The hospital is being sued by six foot pineapples.,pp_random,0,,
The hospital is being sued by six foot rainbows.,pp_random,0,,
The hospital is being sued by six foot giants.,pp_random,0,,
The hospital is being sued by six foot desks.,pp_random,0,,
The hospital is being sued by six foot buildings.,pp_random,0,,
The hospital is being sued by six foot hospitals.,pp_random,0,,
The hospital is being sued by six foot schools.,pp_random,0,,
The hospital is being sued by six foot telescopes.,pp_random,0,,
The hospital is being sued by six foot pillows.,pp_random,0,,
The hospital is being sued by six foot honors.,pp_random_rhyme,0,,
The hospital is being sued by six foot raptors.,pp_random_rhyme,0,,
The hospital is being sued by six foot horrors.,pp_random_rhyme,0,,
The hospital is being sued by six foot auctors.,pp_random_rhyme,0,,
The hospital is being sued by six foot authors.,pp_random_rhyme,0,,
The clinic is being sued by six foot doctors.,subj_synonym,1,,
The medical center is being sued by six foot doctors.,subj_synonym,1,,
The infirmary is being sued by six foot doctors.,subj_synonym,1,,
The healthcare facility is being sued by six foot doctors.,subj_synonym,1,,
The sanatorium is being sued by six foot doctors.,subj_synonym,1,,
The university is being sued by six foot doctors.,subj_synonym,1,,
The health center is being sued by six foot doctors.,subj_synonym,1,,
The nursing home is being sued by six foot doctors.,subj_synonym,1,,
The medical institution is being sued by six foot doctors.,subj_synonym,1,,
The ward is being sued by six foot doctors.,subj_synonym,1,,
The asylum is being sued by six foot doctors.,subj_synonym,1,,
The hospice is being sued by six foot doctors.,subj_synonym,1,,
The medical clinic is being sued by six foot doctors.,subj_synonym,1,,
The eldercare home is being sued by six foot doctors.,subj_synonym,1,,
The school is being sued by six foot doctors.,subj_synonym,1,,
The convalescent home is being sued by six foot doctors.,subj_synonym,1,,
The health clinic is being sued by six foot doctors.,subj_synonym,1,,
The healthcare institution is being sued by six foot doctors.,subj_synonym,1,,
The trauma center is being sued by six foot doctors.,subj_synonym,1,,
The urgent care center is being sued by six foot doctors.,subj_synonym,1,,
The very is being sued by six foot doctors.,subj_random,0,,
The waterfall is being sued by six foot doctors.,subj_random,0,,
The throwback is being sued by six foot doctors.,subj_random,0,,
The pineapple is being sued by six foot doctors.,subj_random,0,,
The rainbow is being sued by six foot doctors.,subj_random,0,,
The pillow is being sued by six foot doctors.,subj_random,0,,
The pancake is being sued by six foot doctors.,subj_random,0,,
The seashell is being sued by six foot doctors.,subj_random,0,,
The unicorn is being sued by six foot doctors.,subj_random,0,,
The mushroom is being sued by six foot doctors.,subj_random,0,,
The comet is being sued by six foot doctors.,subj_random,0,,
The snowflake is being sued by six foot doctors.,subj_random,0,,
The jellyfish is being sued by six foot doctors.,subj_random,0,,
The candle is being sued by six foot doctors.,subj_random,0,,
The telescope is being sued by six foot doctors.,subj_random,0,,
The verical is being sued by six foot doctors.,subj_random_rhyme,0,,
The tropical is being sued by six foot doctors.,subj_random_rhyme,0,,
The topical is being sued by six foot doctors.,subj_random_rhyme,0,,
The typical is being sued by six foot doctors.,subj_random_rhyme,0,,
The chemical is being sued by six foot doctors.,subj_random_rhyme,0,,
The trauma center is being sued by six foot docs.,all_synonym,1,,
The urgent care center is being sued by six foot nurses.,all_synonym,1,,
The clinic is being sued by six podiatrists.,all_synonym,1,,
The medical center is being sued by six foot physicians.,all_synonym,1,,
The infirmary is being sued by six foot medical practitioners.,all_synonym,1,,
The healthcare facility is being sued by six foot surgeons.,all_synonym,1,,
The sanatorium is being sued by six foot practitioners.,all_synonym,1,,
The university is being sued by six chiropodists.,all_synonym,1,,
The health center is being sued by six foot experts.,all_synonym,1,,
The nursing home is being sued by six foot technicians.,all_synonym,1,,
The medical institution is being sued by six foot docs.,all_synonym,1,,
The ward is being sued by six foot nurses.,all_synonym,1,,
The asylum is being sued by six podiatrists.,all_synonym,1,,
The hospice is being sued by six foot physicians.,all_synonym,1,,
The medical clinic is being sued by six foot medical practitioners.,all_synonym,1,,
The eldercare home is being sued by six foot surgeons.,all_synonym,1,,
The school is being sued by six foot practitioners.,all_synonym,1,,
The convalescent home is being sued by six chiropodists.,all_synonym,1,,
The health clinic is being sued by six foot experts.,all_synonym,1,,
The healthcare institution is being sued by six foot technicians.,all_synonym,1,,
The very is being sued by six foot unicorns.,all_random,0,,
The waterfall is being sued by six foot pineapples.,all_random,0,,
The throwback is being sued by six foot rainbows.,all_random,0,,
The pineapple is being sued by six foot giants.,all_random,0,,
The rainbow is being sued by six foot desks.,all_random,0,,
The pillow is being sued by six foot buildings.,all_random,0,,
The pancake is being sued by six foot hospitals.,all_random,0,,
The seashell is being sued by six foot schools.,all_random,0,,
The center is being sued by six foot telescopes.,all_random,0,,
The mushroom is being sued by six foot pillows.,all_random,0,,
The comet is being sued by six foot unicorns.,all_random,0,,
The snowflake is being sued by six foot pineapples.,all_random,0,,
The jellyfish is being sued by six foot rainbows.,all_random,0,,
The candle is being sued by six foot giants.,all_random,0,,
The telescope is being sued by six foot desks.,all_random,0,,
The vertical is being sued by six foot honors.,all_random_rhyme,0,,
The tropical is being sued by six foot raptors.,all_random_rhyme,0,,
The topical is being sued by six foot horrors.,all_random_rhyme,0,,
The typical is being sued by six foot auctors.,all_random_rhyme,0,,
The chemical is being sued by six foot authors.,all_random_rhyme,0,,
Helen got lunch ready for her daughter wearing a summer dress.,original,1,,
Her daughter got lunch ready for Helen wearing a summer dress.,inverse_object,1,,
Summer daughter got Helen dress summer lunch ready for wearing a.,impossible,0,,
Helen got lunch ready for her daughter wearing a summer dress.,pp_synonym,1,,
Helen got lunch ready for her daughter wearing a summer shirt.,pp_synonym,1,,
Helen got lunch ready for her daughter wearing a winter shirt.,pp_synonym,1,,
Helen got lunch ready for her daughter wearing a winter dress.,pp_synonym,1,,
Helen got lunch ready for her daughter wearing a winter scarf.,pp_synonym,1,,
Helen got lunch ready for her daughter wearing a winter skirt.,pp_synonym,1,,
Helen got lunch ready for her daughter wearing a fall jacket.,pp_synonym,1,,
Helen got lunch ready for her daughter wearing a winter robe.,pp_synonym,1,,
Helen got lunch ready for her daughter wearing a summer robe.,pp_synonym,1,,
Helen got lunch ready for her daughter wearing a spring outfit.,pp_synonym,1,,
Helen got lunch ready for her daughter wearing a summer hat.,pp_synonym,1,,
Helen got lunch ready for her daughter wearing a winter hat.,pp_synonym,1,,
Helen got lunch ready for her daughter wearing a summer jacket.,pp_synonym,1,,
Helen got lunch ready for her daughter wearing a summer swimsuit.,pp_synonym,1,,
Helen got lunch ready for her daughter wearing a winter coat.,pp_synonym,1,,
Helen got lunch ready for her daughter wearing a clown costume.,pp_random,1,,
Helen got lunch ready for her daughter wearing a firefighter uniform.,pp_random,1,,
Helen got lunch ready for her daughter wearing a ninja costume.,pp_random,1,,
Helen got lunch ready for her daughter wearing a spacesuit.,pp_random,1,,
Helen got lunch ready for her daughter wearing a superhero cape.,pp_random,1,,
Helen got lunch ready for her daughter wearing a wizard robe.,pp_random,1,,
Helen got lunch ready for her daughter wearing a dinosaur costume.,pp_random,1,,
Helen got lunch ready for her daughter wearing a cowboy hat.,pp_random,1,,
Helen got lunch ready for her daughter wearing a mermaid tail.,pp_random,1,,
Helen got lunch ready for her daughter wearing a summer telescope.,pp_random,0,,
Helen got lunch ready for her daughter wearing a drummer vest.,pp_random_rhyme,1,,
Helen got lunch ready for her daughter wearing a bummer tress.,pp_random_rhyme,1,,
Helen got lunch ready for her daughter wearing a shutter address.,pp_random_rhyme,0,,
Helen got lunch ready for her daughter wearing a runner mess.,pp_random_rhyme,0,,
Helen got lunch ready for her daughter wearing a butter stress.,pp_random_rhyme,0,,
The scientist got lunch ready for her daughter wearing a summer dress.,subj_synonym,1,,
The teacher got lunch ready for her daughter wearing a summer dress.,subj_synonym,1,,
The surfer got lunch ready for her daughter wearing a summer dress.,subj_synonym,1,,
Grace got lunch ready for her daughter wearing a summer dress.,subj_synonym,1,,
Ella got lunch ready for her daughter wearing a summer dress.,subj_synonym,1,,
Ava got lunch ready for her daughter wearing a summer dress.,subj_synonym,1,,
Nora got lunch ready for her daughter wearing a summer dress.,subj_synonym,1,,
Zoe got lunch ready for her daughter wearing a summer dress.,subj_synonym,1,,
Luna got lunch ready for her daughter wearing a summer dress.,subj_synonym,1,,
Avery got lunch ready for her daughter wearing a summer dress.,subj_synonym,1,,
The queen got lunch ready for her daughter wearing a summer dress.,subj_synonym,1,,
Scarlett got lunch ready for her daughter wearing a summer dress.,subj_synonym,1,,
Violet got lunch ready for her daughter wearing a summer dress.,subj_synonym,1,,
Evelyn got lunch ready for her daughter wearing a summer dress.,subj_synonym,1,,
Alice got lunch ready for her daughter wearing a summer dress.,subj_synonym,1,,
The nurse got lunch ready for her daughter wearing a summer dress.,subj_synonym,1,,
Mia got lunch ready for her daughter wearing a summer dress.,subj_synonym,1,,
Harper got lunch ready for her daughter wearing a summer dress.,subj_synonym,1,,
Sofia got lunch ready for her daughter wearing a summer dress.,subj_synonym,1,,
The woman got lunch ready for her daughter wearing a summer dress.,subj_synonym,1,,
Popsicle got lunch ready for her daughter wearing a summer dress.,subj_random,0,,
Telescope got lunch ready for her daughter wearing a summer dress.,subj_random,0,,
Thunderstorm got lunch ready for her daughter wearing a summer dress.,subj_random,0,,
Whisper got lunch ready for her daughter wearing a summer dress.,subj_random,0,,
Banana made lunch for her daughter wearing a summer dress.,subj_random,0,,
Firecracker got lunch ready for her daughter wearing a summer dress.,subj_random,0,,
Barplot got lunch ready for her daughter wearing a summer dress.,subj_random,0,,
Tornado got lunch ready for her daughter wearing a summer dress.,subj_random,0,,
Pizza prepared lunch for her daughter wearing a summer dress.,subj_random,0,,
Pancake got lunch ready for her daughter wearing a summer dress.,subj_random,0,,
Random got lunch ready for her daughter wearing a summer dress.,subj_random,0,,
Laptop got lunch ready for her daughter wearing a summer dress.,subj_random,0,,
Delete got lunch ready for her daughter wearing a summer dress.,subj_random,0,,
Window got lunch ready for her daughter wearing a summer dress.,subj_random,0,,
Quantum got lunch ready for her daughter wearing a summer dress.,subj_random,0,,
Yellen got lunch ready for her daughter wearing a summer dress.,subj_random_rhyme,0,,
Melon got lunch ready for her daughter wearing a summer dress.,subj_random_rhyme,0,,
Ellen got lunch ready for her daughter wearing a summer dress.,subj_random_rhyme,1,,
