text	is_ambiguous	disambiguations
The astronaut loves his pet turtle more than his wife.	yes	['The astronaut loves his pet turtle more than his wife, The astronaut loves his pet turtle more than his pet turtle is loved by his wife']
The telescope loves his pet turtle more than his wife.	yes	['The telescope loves his pet turtle more than his wife, The sentence is a statement about the priorities of a person who owns a telescope and a pet turtle, and possibly a wife.']
The car loves his pet turtle more than his wife.	yes	['The car loves its pet turtle more than its owner, The car loves its pet turtle more than its wife (assuming the car is male)']
The box loves his pet turtle more than his wife.	yes	['The box loves his pet turtle more than his wife, The box loves his pet turtle more than his pet turtle (impossible or nonsensical interpretation)']
The labyrinth loves his pet turtle more than his wife.	yes	['The labyrinth (a mythological creature) loves his pet turtle more than his wife, The labyrinth (a puzzle or maze) loves his pet turtle more than his wife']
The wall loves his pet turtle more than his wife.	yes	['The wall loves his pet turtle more than his wife, The wall loves his pet turtle more than his pet turtle is loved by his wife']
The desk loves his pet turtle more than his wife.	yes	['The desk has a pet turtle and a wife, The desk loves its pet turtle more than its wife; The desk loves its pet turtle more than it loves its wife.']
The dress loves his pet turtle more than his wife.	yes	"[""The dress (as an article of clothing) loves his pet turtle more than his wife, The dress (as a garment) loves his pet turtle more than his wife's dress.""]"
The car loves his pet turtle more than his wife.	yes	['The car loves its pet turtle more than its owner, The car loves its pet turtle more than its spouse (wife)']
The waterfall loves his pet turtle more than his wife.	yes	"[""The waterfall loves his pet turtle more than his wife, The waterfall loves his pet turtle more than the person named 'his wife'.""]"
The nebula loves his pet turtle more than his wife.	yes	['The nebula loves its pet turtle more than its wife, The nebula loves the pet turtle more than its wife, The nebula loves his pet turtle more than the wife, The nebula loves his pet turtle more than its wife']
The pineapple loves his pet turtle more than his wife.	yes	"['The pineapple is more fond of his pet turtle than his wife, The pineapple has a wife and a pet turtle, and he loves the turtle more than his wife', ""The speaker is saying that the pineapple's love for his turtle is greater than his love for his wife, The speaker is saying that the pineapple has a turtle as a pet and a wife, and he loves the turtle more than his wife""]"
The zephyr loves his pet turtle more than his wife.	yes	['The zephyr loves his pet turtle more than his wife, The zephyr loves his pet turtle more than his pet turtle is loved by his wife']
The umbrella loves his pet turtle more than his wife.	yes	['The sentence is saying that the umbrella has a preference for its pet turtle over its wife, which is a nonsensical statement as umbrellas cannot have wives or pets. The sentence is likely meant to be humorous or ironic. The other interpretation is that the sentence is a metaphorical or figurative statement, where the umbrella represents a person who loves their pet turtle more than their spouse.']
The symphony loves his pet turtle more than his wife.	yes	['The symphony is more fond of his pet turtle than his wife, The wife is the pet turtle of the symphony and the symphony loves her more than his wife.']
The canyon loves his pet turtle more than his wife.	yes	"[""The canyon is more fond of his pet turtle than his wife, The canyon's wife has a pet turtle that the canyon loves more than her.""]"
Vary loves his pet turtle more than his wife.	yes	"[""Vary loves his pet turtle more than his wife, Vary's wife is named Turtle and he loves her more than his pet turtle""]"
Dairy loves his pet turtle more than his wife.	yes	"[""Dairy is more fond of his pet turtle than his wife, Dairy's wife loves his pet turtle more than he does""]"
Curry loves his pet turtle more than his wife.	yes	['Curry loves his pet turtle more than his wife, Curry loves his pet turtle more than his pet turtle (this is unlikely, but possible in an unusual context)']
Hairy loves his pet turtle more than his wife.	yes	['Hairy loves his pet turtle more than his wife, Hairy loves his pet turtle more than his pet turtle (which is unusual or impossible)']
Merry loves his pet turtle more than his wife.	yes	['Merry loves his pet turtle more than his wife, Merry loves his wife less than his pet turtle']
Harry loves his pet tortoise more than his wife.	yes	['Harry loves his pet tortoise more than his pet wife, Harry loves his pet tortoise more than his human wife']
Harry loves his pet terrapin more than his wife.	yes	['Harry loves his pet terrapin more than his wife, Harry loves his wife less than his pet terrapin']
Harry loves his chelonian pet more than his wife.	yes	['Harry loves his pet chelonian more than his wife, Harry loves his wife less than his pet chelonian']
Harry loves his chelonian companion more than his wife.	yes	['Harry loves his pet turtle more than his wife, Harry loves his wife less than his pet turtle who is a companion to him.']
Harry loves his dog more than his wife.	yes	['Harry loves his dog more than his wife, Harry loves his dog more than his dog loves his wife']
Harry loves his goat more than his wife.	yes	['Harry loves his goat more than his wife, Harry loves his goat more than his love for his wife']
Harry loves his ferret more than his wife.	yes	"[""Harry loves his ferret more than his wife, Harry loves his ferret more than someone else's wife (e.g. a friend's wife)""]"
Harry loves his horse more than his wife.	yes	['Harry loves his horse more than his wife, Harry loves his wife less than his horse']
Harry loves his cat more than his wife.	yes	['Harry loves his cat more than his wife, Harry loves his cat more than his wife loves him']
Harry loves his rabbit more than his wife.	yes	['Harry loves his rabbit more than his wife, Harry loves his wife less than his rabbit']
Harry loves his parrot more than his wife.	yes	['Harry loves his parrot more than his wife, Harry loves his parrot more than he loves his wife']
Harry loves his hamster more than his wife.	yes	['Harry loves his hamster more than his wife, Harry loves his wife less than his hamster']
Harry loves his fish more than his wife.	yes	['Harry loves his fish more than his wife, Harry loves his fish more than he loves his wife']
Harry loves his bird more than his wife.	yes	['Harry loves his bird more than his wife, Harry loves his wife less than his bird']
Harry loves his lizard more than his wife.	yes	['Harry loves his lizard more than his wife, Harry loves his wife less than his lizard']
Harry loves his snake more than his wife.	yes	['Harry loves his snake more than his wife, Harry loves his wife less than his snake']
Harry loves his guinea pig more than his wife.	yes	['Harry loves his guinea pig more than his wife, Harry loves his wife less than his guinea pig']
Harry loves his turtle more than his wife.	yes	['Harry loves his turtle more than his wife, Harry loves his wife less than his turtle']
Harry loves his chinchilla more than his wife.	yes	['Harry loves his chinchilla more than his wife, Harry loves his chinchilla more than his wife loves him']
Harry loves his hedgehog more than his wife.	yes	['Harry loves his hedgehog more than his wife, Harry loves his wife less than his hedgehog']
Harry loves his radiantly more than his wife.	yes	['Harry loves his wife radiantly more than his wife, Harry loves his wife more than his wife radiantly']
Harry loves his sparklingly more than his wife.	yes	['Harry loves his sparklingly more than his wife, Harry loves something sparklingly more than his wife']
Harry loves his fluffily more than his wife.	yes	['Harry loves his wife more than his fluffily, Harry loves his fluffily more than his wife']
Harry loves his turquoise more than his wife.	yes	['Harry loves his wife more than his turquoise jewelry, Harry loves his turquoise gemstone more than his wife.']
Harry loves his pink more than his wife.	yes	"[""Harry loves his wife more than his pink clothing, Harry loves his pink more than his wife's pink clothing""]"
Harry loves his yellow more than his wife.	yes	['Harry loves his wife less than his favorite color yellow, Harry loves his favorite color yellow more than his wife']
Harry loves his blue more than his wife.	yes	['Harry loves his wife more than his blue color, Harry loves his blue object more than his wife']
Harry loves his red more than his wife.	yes	['Harry loves his wife more than his red car, Harry loves his red color more than his wife']
Harry loves his noteworthy more than his wife.	yes	['Harry loves his noteworthy achievements more than his wife, Harry loves his wife less than his noteworthy personality or characteristics.']
Harry loves random more than his wife.	yes	['Harry loves his wife randomly more than his wife, Harry loves something random more than his wife']
Harry loves happy more than his wife.	yes	"[""Harry loves the emotion of happiness more than his wife, Harry loves the word 'happy' more than his wife""]"
Harry loves sad more than his wife.	yes	"[""Harry loves the emotion 'sad' more than his wife, Harry loves the thing 'sad' more than his wife""]"
Harry loves excited more than his wife.	yes	['Harry loves his wife more than excitement, Harry loves excitement more than his wife']
Harry loves nervous more than his wife.	yes	['Harry loves his wife more than the emotion of being nervous, Harry loves being nervous more than his wife']
Harry loves grateful more than his wife.	yes	['Harry loves his wife more than he loves gratitude, Harry loves gratitude more than his wife loves him']
Harry loves his debt hurdle more than his wife.	yes	['Harry loves his debt more than his wife, Harry loves the hurdle he owes more than his wife']
Harry loves his bet curdle more than his wife.	yes	['Harry loves his bet (e.g. a bet he made) more than his wife, Harry loves his curdle (e.g. a type of food) more than his wife']
Harry loves his vet purple more than his wife.	yes	['Harry loves his veterinarian purple more than his wife, Harry loves the color purple more than his wife']
Harry loves his net hurdle more than his wife.	yes	['Harry loves his net hurdle more than his wife, Harry loves the act of jumping over a hurdle more than his wife.']
Harry loves his set curdle more than his wife.	yes	['Harry loves his set curdle more than his wife, Harry loves his wife more than his set curdle']
Helen loves her pet turtle more than her husband.	yes	"[""Helen loves her pet turtle more than her husband, Helen loves her pet turtle more than her husband's pet turtle""]"
Antonia loves her pet turtle more than her husband.	yes	['Antonia loves her pet turtle more than her husband, Antonia loves her husband more than her pet turtle']
Rose loves her pet turtle more than her husband.	yes	['Rose loves her pet turtle more than her husband, Rose loves her husband less than her pet turtle']
My cousin loves her pet turtle more than her husband.	yes	['My cousin loves her pet turtle more than her husband, My cousin loves her husband less than her pet turtle']
Mom loves her pet turtle more than her husband.	yes	['Mom loves her pet turtle more than her husband, Mom loves her pet turtle more than her love for her husband (i.e., her relationship with her husband) is strong.']
John loves her pet turtle more than his husband.	yes	"[""John loves his pet turtle more than his husband, John loves his husband's pet turtle more than his husband""]"
Mom loves her pet turtle more than her husband.	yes	['Mom loves her pet turtle more than her husband, Mom loves her husband less than her pet turtle']
The scientist loves her pet turtle more than her husband.	yes	['The scientist loves her pet turtle more than her husband, The scientist loves her pet turtle more than her pet turtle is loved by her husband']
He loves his pet dog more than his sister.	yes	['He loves his pet dog more than his sister, He loves his dog more than his sister, the dog being his pet.']
The nurse loves her pet turtle more than her husband.	yes	['The nurse loves her pet turtle more than her husband, The nurse loves the pet turtle more than her husband, the nurse loves her turtle more than her husband.']
Tom loves his pet turtle more than his husband.	yes	['Tom loves his pet turtle more than his romantic partner, Tom loves his pet turtle more than his spouse or significant other']
The king loves his pet cat more than his sister.	yes	['The king loves his pet cat more than his sister, The king loves his sister more than his pet cat']
The man loves his pet tortoise more than his brother.	yes	['The man loves his pet tortoise more than his brother, The man loves his pet tortoise more than his pet brother.']
Constanza loves her pet dog more than her mother.	yes	"[""Constanza loves her pet dog more than her biological mother, Constanza loves her pet dog more than her maternal love for her mother's dog""]"
She loves her pet turtle more than her husband.	yes	['She loves her pet turtle more than her husband, She loves her pet turtle more than her pet turtle loves her husband.']
The artist loves her pet turtle more than her husband.	yes	['The artist loves her pet turtle more than her husband, The artist loves her husband less than her pet turtle']
The student loves her pet turtle more than her teacher.	yes	['The student loves her pet turtle more than her teacher, The student loves her teacher more than her pet turtle']
She loves her pet hamster more than her partner.	yes	['She loves her pet hamster more than her romantic partner, She loves her pet hamster more than her partner in a business or professional sense']
The scientist loves his watch more than his wife.	yes	['The scientist loves his watch more than his wife, The scientist loves his wife less than his watch']
The scientist loves his telescope more than his wife.	yes	['The scientist loves his telescope more than his wife, The scientist loves his wife less than his telescope']
The computer loves his telescope more than his wife.	yes	"[""The computer loves his wife less than his telescope, The computer loves his telescope more than his wife's husband.""]"
The scientist loves his green more than his wife.	yes	['The scientist loves the color green more than his wife, The scientist loves something/someone named green more than his wife']
The telescope loves his pet turtle more than his husband.	yes	['The telescope loves his pet turtle more than his husband, The telescope loves his pet turtle more than his pet turtle is loved by his husband']
The queen loves her pet turtle more than her dress.	yes	['The queen loves her pet turtle more than her pet dress, The queen loves her pet turtle more than her dress is more valuable than her dress.']
Harry loves his pet dog more than his laptop.	yes	['Harry loves his pet dog more than his laptop, Harry loves his pet dog more than his laptop battery or charger.']
Bob loves his pet telescope more than his laptop.	yes	['Bob loves his pet telescope more than his laptop, Bob loves his pet more than his laptop, but the pet is a laptop.']
She loves her pet turtle more than her telescope.	yes	['She loves her pet turtle more than her pet telescope, She loves her pet turtle more than the telescope she owns.']
The doctor loves his camera more than his watch.	yes	['The doctor loves his camera more than his watch, The doctor loves photography more than keeping track of time with his watch.']
Harry loves his telescope more than his telescope.	yes	"[""Harry loves his telescope more than his telescope (Harry's preference for his telescope over itself is nonsensical), Harry loves his telescope more than another telescope (Harry prefers his telescope over someone else's telescope)""]"
Tim loves happy more than his horse.	yes	"[""Tim loves the emotion of happiness more than his horse, Tim loves something called 'happy' more than his horse""]"
The lamp loves his pet turtle more than the radio.	yes	['The lamp loves his pet turtle more than the radio, The lamp loves the radio more than his pet turtle']
The nurse loves her pet cat more than her laptop.	yes	['The nurse loves her pet cat more than her laptop, The nurse loves her laptop more than her pet cat']
John loves his pet cat more than his telescope.	yes	['John loves his pet cat more than his cat telescope, John loves his pet cat more than the telescope he owns']
George loves his pet cat more than his telescope.	yes	"[""George loves his pet cat more than his pet telescope, George loves his pet cat more than his friend's telescope""]"
Oscar loves his pet elephant more than his telescope.	yes	['Oscar loves his pet elephant more than his telescope, Oscar loves his pet elephant more than his own telescope.']
Harry loves his pet hurdle more than his life.	yes	['Harry loves his pet hurdle more than his life, Harry loves his hurdle (an obstacle) more than his life']
Larry loves his pet burtle more than his wife.	yes	['Larry loves his pet turtle more than his wife, Larry loves his pet burble more than his wife']
Curry loves his net turtle more than his wife.	yes	['Curry loves his pet turtle more than his wife, Curry loves a net turtle that belongs to his wife more than his wife.']
Merry loves his vet turtle more than his life.	yes	['Merry loves his pet turtle more than his life, Merry loves the vet who takes care of his turtle more than his life.']
Harry loves his bet turtle more than his rife.	yes	['Harry loves his pet turtle more than his rifle, Harry loves his rifle more than his pet turtle']
The captain ordered the old men and women of the ship.	yes	"[""The captain ordered the old men to be the ship's crew, The captain ordered the old men and women to be passengers on the ship.""]"
The old men ordered the captain and women of the ship	yes	['The old men ordered the captain of the ship and the women of the ship, The old men ordered the captain and the women who were on the ship']
Of the ship ordered captain and the old men and women	yes	"[""The ship's captain and the old men and women were ordered, Of the ship, the captain and the old men and women were ordered""]"
The captain ordered the old men and women of the boat	yes	['The captain ordered the old men and women of the boat to do something, The captain ordered the old men and women who were on the boat to do something']
The captain ordered the old men and women of the phone	yes	['The captain ordered the old men and women of the phone company, The captain ordered the old men and women who used old phones']
The captain ordered the old men and women of the road	yes	['The captain ordered the old men and women who work on the road, The captain ordered the old men and women who are traveling on the road']
The captain ordered the old men and women of the table	yes	['The captain is ordering the old men and women at the table, The captain is ordering the old men and women who are at the table']
The captain ordered the old men and women of the hook	yes	"[""The captain ordered the old men who were fishermen, The captain ordered the old men and women as a group known as 'the hook' (e.g. a group of people with a shared profession or interest)""]"
The captain ordered the old men and women of the country	yes	['The captain ordered the old men and women of the country as a group, The captain ordered the old men and women of the country as individuals who are old men and women of the country']
The captain ordered the old men and women of the cruiseship	yes	['The captain ordered the old men and women who were passengers on the cruiseship, The captain ordered the old men and women who were crew members on the cruiseship']
The captain ordered the old men and women of the room	yes	['The captain ordered the old men and women of the room to do something, The captain ordered the old men and women in the room to do something (i.e., they are the recipients of the order)']
The captain ordered the old men and women of the vessel	yes	['The captain ordered the old men and women of the vessel to do something, The captain ordered the old men and women who were on the vessel']
The captain ordered the old men and women of the watercraft	yes	"[""The captain ordered the old men and women who were on the watercraft, The captain ordered the old men and women who were sailing the watercraft as the watercraft's crew""]"
The captain ordered the old men and women of the white	yes	"[""The captain is referring to the old people as 'white', possibly indicating a racial or ethnic group, or The captain is referring to people who are old and wear white, possibly indicating their clothing.""]"
The captain ordered the old men and women of the happy	yes	['The captain ordered the old men and women of the happy team, The captain ordered the old men and women who are happy']
The captain ordered the old men and women of the green	yes	['The captain ordered the old men and women who were green, The captain ordered the old men and women to go to a place called green']
The captain ordered the old men and women of the pleasant	yes	['The captain ordered the old men, and the captain ordered the old women, of the pleasant', 'The captain ordered the old men and women of the pleasant, and the captain ordered the pleasant old men and women']
The captain ordered the old men and women of the fully	yes	['The captain ordered the old men and women who were fully old, The captain ordered the old men and women of a fully equipped team or organization.']
The captain ordered the old men and women of the small	yes	['The captain ordered the old men, and the captain ordered the old women, and the captain ordered the old men and women of the small town, The captain ordered the old men and women who were from the small town.']
The captain ordered the old men and women of the willingly	yes	['The captain ordered the old men and women to go willingly, The captain ordered old men and women who were willing to go']
The captain ordered the old men and women of the drastically	yes	['The captain ordered the old men and women of the drastically old age group, The captain ordered the old men and women who were drastically old']
The captain ordered the old men and women of the rip	yes	['The captain ordered the old men and women to rip something, The captain ordered the old men and women who were rips (e.g. of a fabric)']
The captain ordered the old men and women of the flip	yes	['The captain ordered the old men and women who were part of a flip team, The captain ordered the old men and women who were doing a flip activity']
The soldier ordered the old men and women of the boat	yes	['The soldier ordered the old men/women of the boat to do something, The soldier ordered the boat carrying old men and women to do something']
The skipper ordered the old men and women of the boat	yes	['The skipper ordered the old men and women of the boat to do something, The skipper ordered the old men and women on the boat to do something']
The commander ordered the old men and women of the boat	yes	['The commander ordered the old men and women of the boat to do something, The commander ordered the old men and women who were on the boat to do something']
The leader ordered the old men and women of the boat	yes	['The leader ordered the old men and women who were on the boat, The leader ordered the old men and women to operate the boat']
The driver ordered the old men and women of the boat	yes	['The driver ordered the old men to be on the boat, The driver ordered the old men and women to be on the boat (as passengers)']
The chieftain ordered the old men and women of the boat	yes	['The chieftain ordered the old men to be on the boat, The chieftain ordered the old men and women to be on the boat (as passengers)']
The pilot ordered the old men and women of the boat	yes	['The pilot ordered the old men and women of the boat to do something, The pilot ordered a boat that was previously owned by old men and women.']
The sailor ordered the old men and women of the boat	yes	['The sailor ordered the old men and women who were on the boat, The sailor ordered the old men and women to go on the boat']
The guy ordered the old men and women of the boat	yes	['The guy ordered the old men and women who were on the boat, The guy ordered the old men and women to go on the boat']
The crew member ordered the old men and women of the boat	yes	"[""The crew member ordered the old men of the boat, The crew member ordered the old men and women of the boat's crew""]"
The seaman ordered the old men and women of the boat	yes	['The seaman ordered the old men, and the seaman ordered the old women of the boat, The seaman ordered the old men and women of the boat, and the boat is old.']
The seafarer ordered the old men and women of the boat	yes	['The seafarer ordered the old men and women of the boat to do something, The seafarer ordered the old men and women who were on the boat to do something']
The mariner ordered the old men and women of the boat	yes	['The mariner ordered the old men and women of the boat to do something, The mariner ordered the old men and women who were on the boat to do something']
The yachtsman ordered the old men and women of the boat	yes	['The yachtsman ordered the old men to be on the boat, The yachtsman ordered the old men and women who were on the boat']
The yachtswoman ordered the old men and women of the boat	yes	['The yachtswoman ordered the old men to be on the boat, The yachtswoman ordered the old men and women to be on the boat, The yachtswoman ordered the old men and women of the boat to do something, The yachtswoman ordered the old men and women on the boat to do something']
The pirate ordered the old men and women of the boat	yes	['The pirate ordered the old men and women of the boat to do something, The pirate ordered the old men and women on the boat as passengers']
The sea dog ordered the old men and women of the boat	yes	['The sea dog ordered the old men and women who were on the boat, The sea dog ordered the old men and women who were sailing the boat as crew']
The magister navis ordered the old men and women of the boat	yes	['The magister navis ordered the old men and women of the boat to do something; The magister navis is one of the old men and women on the boat who ordered something to happen.']
The shipmaster ordered the old men and women of the boat	yes	['The shipmaster ordered the old men and women to be on the boat, The shipmaster ordered the old men and women who were on the boat to do something.']
The admiral ordered the old men and women of the boat	yes	['The admiral ordered the old men and women of the boat to do something, The admiral is one of the old men and women of the boat']
The potato ordered the old men and women of the boat.	yes	"[""The potato is ordering the old men and women to get on the boat, The old men and women of the boat are being referred to as 'the potato' in a figurative or poetic sense.""]"
The bicycle ordered the old men and women of the boat.	yes	['The bicycle ordered the old men and women who were on the boat, The old men and women of the boat ordered the bicycle.']
The pineapple ordered the old men and women of the boat.	yes	"[""The pineapple ordered the old men and women who were on the boat, The boat was named 'Old Men and Women' and the pineapple ordered it"", ""The pineapple ordered the old men and women who were on the boat to do something with a boat called 'Old Men and Women'.""]"
The cloud ordered the old men and women of the boat.	yes	"[""The cloud ordered the old men and women who were on a boat to be the boat's crew, The cloud ordered the old men and women who were on a boat to be passengers on the boat.""]"
The giraffe ordered the old men and women of the boat.	yes	['The giraffe ordered the old men and women who were on a boat, The giraffe ordered a boat that was old and belonged to men and women.']
The pillow ordered the old men and women of the boat.	yes	['The pillow is ordering the old men and women on the boat, The pillow is ordering the old men and women to get on the boat']
The hat ordered the old men and women of the boat.	yes	['The hat ordered the old men and women of the boat to do something, The hat is a boat and the old men and women are its passengers or crew.']
The dolphin ordered the old men and women of the boat.	yes	['The dolphin ordered the old men and women of the boat to do something, The old men and women of the boat were the ones who ordered the dolphin to do something']
The cactus ordered the old men and women of the boat.	yes	['The cactus ordered the old men and women on a boat to do something, The cactus is a boat and the old men and women are its passengers or crew.']
The rainbow ordered the old men and women of the boat.	yes	['The rainbow ordered the old men and women to board the boat, The rainbow, a natural phenomenon, ordered the old men and women who were on the boat.']
The teapot ordered the old men and women of the boat	yes	['The teapot ordered the old men and women of the boat to do something, The teapot is a boat and the old men and women are its passengers or crew.']
The telescope ordered the old men and women of the boat	yes	['The telescope ordered the old men and women of the boat to do something; The old men and women on the boat were being referred to as the boat, and the telescope ordered them to do something.', 'The telescope ordered something (perhaps a boat) that belonged to the old men and women, and the something was a boat.']
The mailbox ordered the old men and women of the boat	yes	['The mailbox ordered the old men and women of the boat to do something, The old men and women of the boat are referred to as the passengers of the boat, and the mailbox is giving them an order', 'The mailbox, which is located on the boat, is ordering the old men and women, who are also on the boat, to do something']
The snowflake ordered the old men and women of the boat	yes	['The snowflake ordered the old men and women on the boat, The snowflake ordered the old men and women who were on a boat']
The elephant ordered the old men and women of the boat	yes	['The elephant ordered the old men and women who were on a boat, The elephant ordered the old men and women to go on a boat']
The latin ordered the old men and women of the boat	yes	['The Latin people ordered the old men and women to get on the boat, The Latin language ordered the old men and women of the boat to do something.']
The satin ordered the old men and women of the boat	yes	['The satin fabric ordered the old men and women of the boat, The old men and women of the boat were dressed in satin and ordered by someone else.']
The flatten ordered the old men and women of the boat	yes	['The flatten ordered the old men to be on the boat, The flatten ordered the old men and women to get off the boat']
The gratin ordered the old men and women of the boat	yes	['The gratin (a type of dish) ordered the old men and women of the boat to do something, The old men and women of the boat are named Gratín and are being ordered to do something by someone else.']
The pattern ordered the old men and women of the boat	yes	['The pattern ordered the old men and women of the boat, The pattern ordered the old men and women on the boat']
The captain ordered the old males and women of the ship	yes	['The captain ordered the old males of the ship and the women of the ship, The captain ordered the old males on the ship and the women on the ship']
The captain ordered the old men and ladies of the ship	yes	"[""The captain ordered the old men and ladies of the ship's crew, The captain ordered the old men and ladies on the ship as passengers""]"
The captain ordered the old males and females of the ship	yes	['The captain ordered the old males of the ship, The captain ordered the old males and the females of the ship']
The captain ordered the old kings and queens of the ship	yes	['The captain ordered the old kings and queens of the ship to do something, The captain ordered the kings and queens who were old and sailed on the ship']
The captain ordered the old guys and girls of the ship	yes	['The captain ordered the old men and women of the ship, The captain ordered the old guys (male) and girls of the ship']
The captain ordered the old people and child of the ship	yes	"[""The captain ordered the old people and a child on the ship, The captain ordered the old people and a child of the ship's crew""]"
The captain ordered the old fathers and mothers of the ship	yes	['The captain ordered the old fathers of the ship, The captain ordered the old mothers of the ship']
The captain ordered the old boys and girls of the ship	yes	"[""The captain ordered the old boys who were also part of the ship's crew, The captain ordered the old boys and girls who were passengers on the ship""]"
The captain ordered the old candles and pots of the ship	yes	"[""The captain ordered old candles and pots for the ship, The captain ordered the ship's old candles and pots""]"
The captain ordered the old horses and sheep of the ship	yes	['The captain is ordering the horses and sheep that are old, The captain is ordering the horses and the sheep, which are old']
The captain ordered the old bats and rats of the ship	yes	['The captain ordered old bats (a type of aircraft) and rats (animals) of the ship, The captain ordered old bats (people) and rats (animals) of the ship']
The captain ordered the old tables and chairs of the ship	yes	"[""The captain ordered the old tables and chairs for the ship, The captain ordered the old tables and chairs of the ship's crew""]"
The captain ordered the old dogs and cats of the ship	yes	['The captain ordered the old dogs and cats as crew on the ship, The captain ordered the old dogs and cats that were on the ship as pets.']
The captain ordered the old monkeys and horses of the ship	yes	['The captain ordered the old monkeys that are also horses to work on the ship, The captain ordered the old monkeys and the horses of the ship to work together']
The captain ordered the old cows and sheep of the ship	yes	"[""The captain ordered the old cows and sheep that were on the ship, The captain ordered the ship's old cows and sheep.""]"
The captain ordered the old plants and food of the ship	yes	['The captain ordered the old plants and food of the ship, The captain ordered the old plants and old food of the ship']
The captain ordered the old cheese and milk of the ship	yes	['The captain ordered the old cheese and milk of the ship, The captain ordered the old cheese and milk belonging to the ship']
The captain ordered the old apples and oranges of the ship	yes	['The captain ordered the old apples and oranges that were on the ship, The captain ordered the apples and oranges that were old and belonged to the ship']
The captain ordered the old drinks and water of the ship	yes	['The captain ordered the old drinks and water, The captain ordered the drinks and water that were old on the ship']
The captain ordered the old clothes and armors of the ship	yes	"[""The captain ordered the old clothes and armors of the ship's crew, The captain ordered the old clothes and armors of the ship itself""]"
The captain ordered the old very and pink of the ship	yes	['The captain ordered the old, very old and pink ship', 'The captain ordered the ship that was old, very and pink']
The captain ordered the old really and very of the ship	yes	['The captain ordered the old ship, The captain ordered the ship to be old really and very.']
The captain ordered the old plural and single of the ship	yes	['The captain ordered the old plural (a group of ships) and single (a single ship) of the ship, The captain ordered the old (an old ship) plural (a group of ships) and single (a single ship) of the ship']
The captain ordered the old then and amen of the ship	yes	"[""The captain ordered the old then and amen of the ship (meaning the captain ordered the ship's then and amen, where 'then' is a ship's part and 'amen' is a ship's part), The captain ordered the old then and the amen of the ship (meaning the captain ordered the old part of the ship, then the amen part of the ship)""]"
The captain ordered the old yen and given of the ship	yes	['The captain ordered the old yen (a unit of currency) and gave the ship (the vessel) its old (previous) given (original) name, The captain ordered the old (experienced) given (skilled) person to be in charge of the ship']
The captain ordered the old looks and hers of the ship	yes	"[""The captain ordered the old looks (appearance) and hers (the captain's) of the ship, The captain ordered the old and her (the ship's) looks (appearance) and hers (the ship's) of the ship""]"
The captain ordered the old you and bear of the ship	yes	"[""The captain ordered the old you and bear of the ship, The captain ordered the ship's you and bear to be old.""]"
The captain ordered the old shallow and eat of the ship	yes	['The captain ordered the old shallow to eat of the ship, The captain ordered the ship to eat the old shallow and old ship food.']
The captain ordered the old hear and bend of the ship	yes	"[""The captain ordered the old hearth and bend of the ship, The captain ordered the old hear and the bend of the ship's hull (or deck) to be replaced.""]"
The captain ordered the old open and glassy of the ship	yes	['The captain ordered the old captain and glassy of the ship, The captain ordered the old open and glassy part of the ship']
The captain ordered the old sizzling and enigmatic of the ship. The captain ordered the old radiant and metallic of the ship. The captain ordered the old bustling and serpentine of the ship. The captain ordered the old elusive and cosmic of the ship. The captain ordered the old shimmering and crystalline of the ship.	yes	['The captain ordered the old sizzling and enigmatic of the ship, The captain ordered the old radiant and metallic of the ship, The captain ordered the old bustling and serpentine of the ship, The captain ordered the old elusive and cosmic of the ship, The captain ordered the old shimmering and crystalline of the ship.']
The captain ordered the old eccentric and leafy of the ship.	yes	['The captain ordered the old eccentric person and the captain ordered the ship that was old, leafy, and eccentric.']
The captain ordered the old telescope and telescope of the ship.	yes	['The captain ordered an old telescope and a new telescope for the ship, The captain ordered a telescope that is both old and belongs to the ship.']
The captain ordered the old elusive and cosmic of the ship.	yes	['The captain ordered the old ship, The captain ordered the ship that is elusive and cosmic.']
The captain ordered the old shimmering and crystalline of the ship.	yes	['The captain ordered the old shimmering and crystalline material of the ship, The captain ordered the old shimmering and crystalline ship to go.']
The captain ordered the old pen and linen of the ship.	yes	['The captain ordered the old pen, The captain ordered the old linen of the ship.']
The captain ordered the old ten and kitchen of the ship.	yes	"[""The captain ordered the old ship's tenth kitchen, The captain ordered the ship's old kitchen of ten.""]"
The captain ordered the old zen and listen of the ship.	yes	['The captain ordered the old zen (a type of meditation) and listen (to listen carefully) of the ship, The captain ordered the old zen (a type of music) and listen (a type of audio equipment) of the ship']
The captain ordered the old when and given of the ship.	yes	"[""The captain ordered the old when and given of the ship, The captain ordered the ship's old when and given to the captain""]"
The captain ordered the old hen and smitten of the ship.	yes	"[""The captain ordered the old hen as a pet and the ship's smitten (a romantic interest) is the ship, The captain ordered the old hen and the ship's smitten (a fondness or enthusiasm) is the ship's enthusiasm for the journey.""]"
The skipper ordered the old males and females of the ship	yes	"[""The skipper ordered the old males and females of the ship's crew, The skipper ordered the old males and females of the ship itself""]"
The soldier ordered the old fathers and mothers of the country	yes	['The soldier ordered the old fathers of the country, The soldier ordered the old mothers of the country']
John ordered the old males and females of the road	yes	['John ordered the old males and females of the road as a group, John ordered the old males and the females of the road separately']
