text	is_ambiguous	disambiguations
The artist fed her rabbit food.	True	"[""The artist fed her rabbit (as a pet) food, The artist created a piece of art depicting a rabbit and titled it 'food'.""]"
The artist fed his rabbit food.	True	"[""The artist fed his rabbit as food, The artist fed food to his rabbit as his pet rabbit's food.""]"
The scientist fed his dog food.	True	['The scientist fed his dog (the animal) food, The scientist fed his dog (a person) food.']
The father fed his hamster food.	True	['The father fed his son food, The father fed his pet food']
The scientist fed his duck food.	True	['The scientist fed his duck (the animal) food, The scientist fed food to his duck (the pet)']
The telescope fed his telescope food.	True	['The telescope fed its own food, The telescope was used to feed his telescope.']
The scientist fed his rat food.	True	['The scientist fed his rat (the animal) food, The scientist fed food to his rat (as a pet) food.']
The king fed his snake food.	True	['The king fed his pet snake food, The king fed food to a snake that belonged to him.']
The prince fed his telescope food.	True	['The prince used his telescope to feed something (e.g. a pet), The prince gave food to someone or something named Telescope.']
The artist fed his rat food.	True	['The artist fed his rat food to his pet rat, The artist fed food to a rat that belonged to him.']
The man fed his dog food.	True	['The man fed his own dog food', 'The man fed food to his dog']
The doctor fed his turtle food.	True	['The doctor fed his turtle (the animal) food, The doctor fed food to his turtle (the pet)']
Mary fed her chinese food.	True	['Mary fed food that was Chinese in origin/culture, Mary fed food that was Chinese in type or cuisine (e.g. Chinese takeout, Chinese dishes) to her.']
Josephine fed her chinese food.	True	['Josephine fed food that is from China to her', 'Josephine fed food that is Chinese cuisine to her']
Tom fed her chinese food.	True	['Tom fed her Chinese food, such as noodles or dumplings; Tom fed her someone who is Chinese, possibly as a cultural or national identity.']
Mary fed her telescope food.	True	"[""Mary fed her telescope food to an animal, Mary fed food to her telescope (e.g. cleaning or maintaining it)'""]"
Tree fed her hat food.	True	['Tree provided sustenance to her hat', 'The tree was a source of food for her hat']
Sea break fed her cat mood.	True	"[""Sea break fed her cat mood, Sea break (verb) means to cause to become calm or peaceful, so the sentence means the cat's mood was calmed by the sea. / Sea break (noun) refers to a breaking of the sea, so the sentence means the cat was fed by a breaking of the sea.""]"
See orange fed her vat stood.	True	['She saw orange, fed, and a vat stood; She saw a vat that was orange and fed, and it stood.']
Thee fed her rat brood.	True	['Thee fed her children, Thee fed her pet rats']
Bee fed her fat food.	True	['Bee (the insect) fed on fat food', 'Bee fed her (some other entity) fat food']
Harry loves his pet turtle more than his wife.	True	['Harry loves his pet turtle more than his wife in terms of affection or importance, Harry loves his pet turtle more than his wife in the sense that he prefers his pet turtle over his wife.']
His pet turtle loves Harry more than his wife.	True	['His pet turtle loves Harry more than his wife, His pet turtle loves his pet turtle more than his wife.']
Turtle pet than more loves Harry his wife his.	True	['Turtle pet, Harry, loves his wife more than his turtle pet, Harry loves his wife more than his own pet turtle.']
Harry loves his pet turtle more than his son.	True	"[""Harry loves his pet turtle more than his son, meaning Harry's affection for the turtle surpasses his paternal love for his son; Harry loves his pet turtle more than his son, meaning the turtle is more dear to Harry than his biological son.""]"
Harry loves his pet turtle more than his daughter.	True	['Harry loves his pet turtle more than his daughter, meaning he has a stronger affection for the turtle than for his daughter; Harry loves his pet turtle, and the turtle is more important to him than his daughter.']
Harry loves his turtle more than his mother.	True	"[""Harry loves his turtle more than his mother, meaning Harry's affection for the turtle exceeds his affection for his mother; Harry loves his turtle more than his mother, meaning Harry's turtle is more valuable or important to him than his mother.""]"
Harry loves his pet turtle more than his neighbour.	True	['Harry loves his pet turtle more than his neighbour in terms of affection.', 'Harry loves his pet turtle more than his neighbour in terms of proximity.']
Harry loves his pet turtle more than his husband.	True	"[""Harry loves his pet turtle more than his husband, meaning that Harry's affection for his turtle surpasses his affection for his husband; Harry loves his pet turtle, and his husband is also his husband, meaning that Harry is gay and his turtle is his pet, but he loves his husband more than his turtle.""]"
Harry loves his pet turtle more than his student.	True	['Harry loves his pet turtle more than his student, Harry loves his pet turtle more than he loves his student.']
Harry loves his pet turtle more than his father.	True	['Harry loves his pet turtle more than his father, Harry loves his pet turtle more than he loves his father.']
Harry loves his pet turtle more than his partner.	True	['Harry loves his pet turtle more than his partner, meaning he prioritizes his pet turtle over his romantic partner; Harry loves his pet turtle more than his partner, meaning he loves his pet turtle more intensely than he loves his partner.']
Harry loves his pet turtle more than his friend.	True	"[""Harry loves his pet turtle more than his friend, meaning Harry's affection for his pet turtle surpasses his affection for his friend; Harry loves his pet turtle, but not necessarily more than his friend, meaning Harry has a strong affection for his pet turtle, but it's not necessarily stronger than his friendship with his friend.""]"
Harry loves his pet turtle more than his spouse.	True	"[""Harry loves his pet turtle more than his spouse, meaning that Harry's affection for his turtle surpasses his affection for his spouse; Harry loves his pet turtle more than his spouse, meaning that Harry's turtle is a more important priority in his life than his spouse.""]"
Harry loves his pet turtle more than his keys.	True	['Harry loves his pet turtle more than his keys, referring to his pet turtle as something he loves more than his physical keys; Harry loves his pet turtle, and his keys are not pets, but he loves his keys more than his pet turtle.']
Harry loves his pet turtle more than his tv.	True	['Harry loves his pet turtle more than his television, Harry loves his pet turtle more than his TV (the device)']
Harry loves his turtle more than his globe.	True	"[""Harry loves his turtle more than his globe, referring to the size of the globe; Harry loves his turtle more than his globe, referring to the comparison of the two objects' importance to Harry.""]"
Harry loves his pet turtle more than his water.	True	['Harry loves his pet turtle more than his turtle water.', 'Harry loves his pet more than his love for water.']
Harry loves his pet turtle more than his life.	True	['Harry loves his pet turtle more than his life, meaning he prefers his pet turtle to his own existence; Harry loves his pet turtle more than he loves his own life, meaning his affection for the turtle surpasses his affection for his own life.']
Harry loves his pet turtle more than his yellow.	True	['Harry loves his pet turtle more than his yellow turtle', 'Harry loves his pet turtle more than the color yellow']
Harry loves his pet turtle more than his hat.	True	['Harry loves his pet turtle more than his hat, referring to a hat that the turtle is wearing; Harry loves his pet turtle more than a hat he owns or likes.']
Harry loves his pet turtle more than his telescope.	True	"[""Harry loves his pet turtle more than his telescope, referring to Harry's affection for his turtle surpassing his interest in astronomy; Harry loves his pet turtle more than his telescope, implying that Harry has a pet turtle that is more valuable or important to him than his telescope.""]"
Harry loves his pet turtle more than his dress.	True	['Harry loves his pet turtle more than his dress, which is a type of clothing he owns; Harry loves his pet turtle more than he loves his dress sense.']
