text	is_ambiguous	disambiguations	true_ambig_status
Marry loves her pet turtle more than her wife.	True	['Marry loves her pet turtle more than her romantic partner, whom she is married to; Marry loves her pet turtle more than her wife, whom she is not married to.']	1
Dad loves his pet turtle more than his wife.	True	['Dad loves his pet turtle more than his wife in terms of affection, Dad loves his pet turtle more than his wife in terms of importance or priority.']	1
The scientist loves his pet turtle more than his wife.	True	['The scientist loves his pet turtle more than his wife in terms of affection or attachment. The scientist prioritizes his pet turtle over his wife in his daily life.', 'The scientist loves his pet turtle more than his wife in the sense that his turtle is more important to him than his wife in his scientific research.']	1
The smart loves his pet turtle more than his wife.	True	['The smart person loves his pet turtle more than his wife, The smart thing (e.g. a smart speaker or smart home device) loves his pet turtle more than his wife.']	1
The fool loves his pet turtle more than his wife.	True	['The fool loves his pet turtle more than his wife, The fool loves his wife less than he loves his pet turtle.']	1
The doctor loves his pet turtle more than his wife.	True	"[""The doctor loves his pet turtle more than his wife, implying that the doctor's love for his turtle is greater than his love for his wife; The doctor loves his pet turtle more than his wife, meaning that the doctor's love for his turtle is stronger or more intense than his love for his wife.""]"	1
Tom loves his pet turtle more than his wife.	True	['Tom loves his pet turtle more than his wife, Tom loves his pet turtle more than he loves his wife.']	1
Stephan loves his pet turtle more than his wife.	True	['Stephan loves his pet turtle more than his wife in terms of affection/love; Stephan loves his pet turtle more than his wife in terms of importance or priority.']	1
The man loves his pet turtle more than his wife.	True	['The man loves his pet turtle more than his wife in terms of affection or care; The man loves his pet turtle more than his wife in the sense that the turtle is more important to him than his wife.']	1
The husband loves his pet turtle more than his wife.	True	"['The husband loves his pet turtle more than his wife in terms of affection and care, but still loves his wife as his partner.', ""The husband loves his pet turtle more than his wife in the sense that he prioritizes the turtle's needs over his wife's.""]"	1
The king loves his pet turtle more than his wife.	True	"['The king loves his pet turtle more than his wife in a romantic sense, but still loves his wife as a person.', ""The king loves his pet turtle more than his wife in the sense that he prioritizes his turtle's needs over his wife's needs.""]"	1
The guy loves his pet turtle more than his wife.	True	['The guy loves his pet turtle more than his wife in terms of affection or attention, The guy loves his pet turtle more than his wife in the sense that the turtle is more important to him than his wife.']	1
Helen loves her pet turtle more than her wife.	True	['Helen loves her pet turtle more than her wife, whom she is married to; Helen loves her pet turtle more than her wife, whom she is romantically involved with.']	1
The queen loves her pet turtle more than her wife.	True	"[""The queen loves her pet turtle more than her wife, meaning the queen has a stronger affection for the turtle than for her wife. The queen loves her pet turtle more than her wife, meaning the queen's wife is also a turtle, and the queen loves her pet turtle more than her own wife.""]"	1
The teacher loves his pet turtle more than his wife.	True	['The teacher loves his pet turtle more than his wife, implying that his love for the turtle is greater than his love for his wife; The teacher loves his pet turtle more than his wife, meaning that the turtle is his pet and the wife is not.']	1
The detective loves his pet turtle more than his wife.	True	['The detective loves his pet turtle more than his wife in terms of affection or attention; The detective loves his pet turtle more than his wife in terms of priority or importance.']	1
The astronaut loves his pet turtle more than his wife.	True	['The astronaut loves his pet turtle more than his wife, implying that his wife is not a pet, but a human being. The astronaut loves his pet turtle more than his wife, implying that the astronaut is in a polygamous relationship and has a wife and a pet turtle.']	1
The telescope loves his pet turtle more than his wife.	True	['The telescope is a person who loves his pet turtle more than his wife, The telescope is an inanimate object that is programmed to prioritize its pet turtle over its wife (e.g. in a sci-fi scenario where a robot or AI has a pet and a spouse).']	0
The car loves his pet turtle more than his wife.	True	"[""The car has a strong affection for its pet turtle, surpassing its affection for its human wife; The car's owner loves his pet turtle more than his wife.""]"	0
The box loves his pet turtle more than his wife.	True	['The box is anthropomorphic and has a wife and a pet turtle, and it loves the turtle more than its wife. / A person loves their pet turtle more than their wife, and they keep the turtle in a box as a pet.']	0
The labyrinth loves his pet turtle more than his wife.	True	['The labyrinth, a complex structure, loves its own existence more than its creator/owner (the wife); The labyrinth loves its pet turtle more than its owner (the wife) because the owner is not its creator.']	0
The wall loves his pet turtle more than his wife.	True	"['The wall, which is an inanimate object, loves his pet turtle more than his wife, implying a strange and unnatural love.', ""The speaker, who is a turtle owner, loves his pet turtle more than his wife, implying a comparison of the speaker's love for his pet turtle to his love for his wife.""]"	0
The desk loves his pet turtle more than his wife.	True	['The desk is an inanimate object that has a sentimental attachment to the turtle, surpassing its attachment to the wife. The desk is an inanimate object that has been programmed or designed to have a preference for the turtle over the wife, possibly as a humorous or whimsical feature.']	0
The dress loves his pet turtle more than his wife.	True	['The dress (a garment) loves his pet turtle more than his wife, The dress (a person) loves his pet turtle more than his wife.']	0
The car loves his pet turtle more than his wife.	True	"[""The car, which is inanimate, loves its owner's pet turtle more than its owner's wife. / The car's owner loves his pet turtle more than his wife.""]"	0
The waterfall loves his pet turtle more than his wife.	True	['The waterfall, a sentient being, loves a pet turtle more than its wife, implying a romantic relationship between the waterfall and the turtle. / The speaker is making a humorous comparison, suggesting that a waterfall, a natural feature, loves a pet turtle more than its wife, implying a metaphorical or whimsical relationship between the waterfall and the turtle.']	0
The nebula loves his pet turtle more than his wife.	True	['The nebula is an entity that loves its pet turtle more than its wife, implying that the nebula is a person or entity with personal feelings and relationships.', 'The sentence is a metaphorical or poetic expression, where the nebula is not literally a living being that loves a turtle, but rather the speaker is using the nebula as a symbol or representation of something else that loves the turtle more than its wife.']	0
The pineapple loves his pet turtle more than his wife.	True	['The pineapple is a person who loves his pet turtle more than his wife, The pineapple (the fruit) is loved by someone who loves their pet turtle more than their wife.']	0
The zephyr loves his pet turtle more than his wife.	True	"[""The zephyr loves his pet turtle more than his wife, meaning the zephyr's affection for the turtle surpasses his affection for his wife; The zephyr loves his pet turtle, a turtle that is his wife, more than he loves his actual wife.""]"	0
The umbrella loves his pet turtle more than his wife.	True	['The umbrella is an anthropomorphic object that loves its pet turtle more than it loves its wife, who is likely a human.', 'The speaker is saying that the person who owns the umbrella loves their pet turtle more than they love their wife.']	0
The symphony loves his pet turtle more than his wife.	True	"[""The symphony, a group of people, loves the pet turtle more than his wife, implying a comparison between the symphony's affection for the turtle and his affection for his wife. / The symphony, a musical composition, loves his pet turtle more than his wife, implying that the symphony is a piece of music that has a preference for the turtle over his wife.""]"	0
The canyon loves his pet turtle more than his wife.	True	"[""The canyon is a person who loves his pet turtle more than his wife, The pet turtle loves its owner (the canyon) more than the canyon's wife.""]"	0
Vary loves his pet turtle more than his wife.	True	['Vary loves his pet turtle more than his wife, Vary loves his pet turtle more than he loves his wife.']	0
Dairy loves his pet turtle more than his wife.	True	['Dairy, a person, loves his pet turtle more than his wife, implying a strange or unusual preference.', 'Dairy, a dairy product, loves his pet turtle, which is a metaphorical expression, and his love for his wife is not being compared.']	0
Curry loves his pet turtle more than his wife.	True	['Curry loves his pet turtle more than his wife, indicating a preference for his pet over his wife; Curry loves his pet turtle, but his wife loves him more than he loves his pet turtle.']	0
Hairy loves his pet turtle more than his wife.	True	['Hairy loves his wife less than his pet turtle, Hairy loves his wife less than his pet turtle, but not necessarily more than his wife.']	0
Merry loves his pet turtle more than his wife.	True	['Merry loves his pet turtle more than his wife in terms of affection or priority, Merry loves his pet turtle more than his wife in terms of physical proximity or spatial arrangement.']	0
Harry loves his pet tortoise more than his wife.	True	"[""Harry loves his pet tortoise more than his wife, implying that Harry's love for his tortoise is greater than his love for his wife; Harry loves his pet tortoise, but not more than his wife, and 'more than' is used to indicate a comparison in quality rather than quantity.""]"	1
Harry loves his pet terrapin more than his wife.	True	['Harry loves his pet terrapin more than his wife in terms of affection, Harry loves his pet terrapin more than his wife in terms of priority or importance.']	1
Harry loves his chelonian pet more than his wife.	True	"[""Harry loves his chelonian pet more than his wife, meaning that Harry's love for his pet is greater than his love for his wife; Harry loves his wife, but his pet is a type of chelonian, such as a turtle, and he loves it more than his wife.""]"	1
Harry loves his chelonian companion more than his wife.	True	"['Harry loves his turtle companion more than his wife', ""Harry loves his wife's turtle companion more than his wife""]"	1
Harry loves his dog more than his wife.	True	['Harry loves his dog more than his wife in terms of affection', 'Harry loves his dog more than his wife in terms of importance or priority in his life']	1
Harry loves his goat more than his wife.	True	"[""Harry loves his goat more than his wife, meaning Harry's affection for his goat surpasses his affection for his wife; Harry loves his goat more than his wife, meaning Harry has a stronger bond with his goat than with his wife.""]"	1
Harry loves his ferret more than his wife.	True	['Harry loves his ferret more than his wife, meaning he has a stronger affection for his ferret than for his wife; Harry loves his ferret more than his wife, meaning he prefers his ferret over his wife.']	1
Harry loves his horse more than his wife.	True	"[""Harry loves his horse more than his wife, implying that Harry's love for his horse surpasses his love for his wife; Harry loves his horse more than his wife, meaning that Harry loves his horse more than he loves his wife, but not necessarily more than he loves someone else.""]"	1
Harry loves his cat more than his wife.	True	['Harry loves his cat more than his wife in terms of affection/love; Harry loves his cat more than his wife in terms of priority/importance.']	1
Harry loves his rabbit more than his wife.	True	"[""Harry loves his rabbit more than his wife, meaning Harry's affection for his rabbit surpasses his affection for his wife; Harry loves his wife less than he loves his rabbit.""]"	1
Harry loves his parrot more than his wife.	True	['Harry loves his parrot more than his wife in terms of affection, Harry loves his parrot more than his wife in terms of importance or priority.']	1
Harry loves his hamster more than his wife.	True	['Harry loves his wife more than his hamster, Harry loves his hamster more than his wife']	1
Harry loves his fish more than his wife.	True	['Harry loves his fish more than his wife, meaning he has a stronger affection for his fish than his wife; Harry loves his fish more than his wife, meaning he has a larger collection of fish than his wife does.']	1
Harry loves his bird more than his wife.	True	['Harry loves his bird more than his wife, meaning he has a stronger affection for his bird than his wife; Harry loves his bird more than his wife, meaning his bird is more important to him than his wife.']	1
Harry loves his lizard more than his wife.	True	"[""Harry loves his lizard more than his wife, meaning Harry has a stronger affection for his lizard than for his wife; Harry loves his lizard more than his wife, meaning Harry's lizard is more valuable or important to him than his wife.""]"	1
Harry loves his snake more than his wife.	True	['Harry loves his wife less than his snake', 'Harry loves his snake more than he loves his wife']	1
Harry loves his guinea pig more than his wife.	True	['Harry loves his guinea pig more than his wife in terms of affection/love, Harry loves his guinea pig more than his wife in terms of priority/importance.']	1
Harry loves his turtle more than his wife.	True	['Harry loves his turtle more than his wife, meaning he has a stronger affection for his turtle than for his wife; Harry loves his turtle more than his wife, meaning he has a stronger preference for his turtle over his wife, possibly implying a lack of love or affection for his wife.']	1
Harry loves his chinchilla more than his wife.	True	"[""Harry loves his chinchilla more than his wife, meaning Harry's love for his chinchilla exceeds his love for his wife; Harry loves his chinchilla more than his wife, meaning Harry's chinchilla is more important to him than his wife.""]"	1
Harry loves his hedgehog more than his wife.	True	"[""Harry loves his hedgehog more than his wife, meaning Harry's love for his hedgehog surpasses his love for his wife; Harry loves his hedgehog, but not more than his wife, meaning Harry has a strong affection for his hedgehog, but his love for his wife is stronger.""]"	1
Harry loves his radiantly more than his wife.	True	['Harry loves his radiantly more than his wife, meaning Harry loves his wife more than his wife; Harry loves something radiantly more than his wife.']	0
Harry loves his sparklingly more than his wife.	True	['Harry loves his sparklingly more than his wife, Harry loves something (e.g. a diamond, a car) sparklingly more than his wife, or Harry loves his sparklingly more than he loves his wife (i.e. his sparklingly is more intense than his love for his wife)']	0
Harry loves his fluffily more than his wife.	True	['Harry loves his pet cat, which is fluffily, more than his wife; Harry loves his wife less than he loves things that are fluffily.']	0
Harry loves his turquoise more than his wife.	True	['Harry loves his turquoise jewelry more than his wife', 'Harry loves the color turquoise more than his wife']	0
Harry loves his pink more than his wife.	True	['Harry loves his pink wife more than his other wife, Harry loves something pink more than his wife.']	0
Harry loves his yellow more than his wife.	True	['Harry loves his yellow wife more than his other wife, Harry loves something yellow more than his wife.']	0
Harry loves his blue more than his wife.	True	['Harry loves his blue wife more than his wife.', 'Harry loves something blue more than his wife.']	0
Harry loves his red more than his wife.	True	['Harry loves his red wife more than his other wife, Harry loves something red more than his wife.']	0
Harry loves his noteworthy more than his wife.	True	['Harry loves his noteworthy wife more than his wife', 'Harry loves something noteworthy more than his wife']	0
Harry loves random more than his wife.	True	['Harry loves random things more than his wife, Harry loves the concept of randomness more than his wife.']	0
Harry loves happy more than his wife.	True	['Harry loves the emotion of happiness more than his wife', 'Harry loves something that is happy more than his wife']	0
Harry loves sad more than his wife.	True	['Harry loves the emotion of sadness more than his wife', 'Harry loves something/someone named Sad more than his wife']	0
Harry loves excited more than his wife.	True	['Harry loves his wife less than he loves being excited', 'Harry loves excitement more than he loves his wife']	0
Harry loves nervous more than his wife.	True	['Harry loves his wife less than he loves nervous, Harry loves nervous more than his wife loves.']	0
Harry loves grateful more than his wife.	True	['Harry loves his wife less than he loves grateful', 'Harry loves grateful more than his wife loves it']	0
Harry loves his debt hurdle more than his wife.	True	['Harry loves his debt hurdle more than his wife, Harry loves a hurdle related to his debt more than his wife.']	0
Harry loves his bet curdle more than his wife.	True	['Harry loves his bet (a type of wager or bet) curdle (a type of cheese) more than his wife.', 'Harry loves his (something or someone) curdle (to spoil or go bad) more than his wife.']	0
Harry loves his vet purple more than his wife.	True	['Harry loves his veterinarian more than his wife.', 'Harry loves the color purple more than his wife.']	0
Harry loves his net hurdle more than his wife.	True	"[""Harry loves his net hurdle more than his wife, meaning that Harry's love for the net hurdle is greater than his love for his wife; Harry loves his wife, but the net hurdle is more important to him than his wife is."", 'Harry has a net hurdle that belongs to him, and he loves it more than he loves his wife, meaning that the net hurdle is his favorite possession, and he values it more than his relationship with his wife.']"	0
Harry loves his set curdle more than his wife.	True	['Harry loves his set of curdles (e.g. a collection of cheeses) more than his wife. Harry loves the act of curdling (e.g. making cheese curdle) more than his wife.']	0
Helen loves her pet turtle more than her husband.	True	"[""Helen loves her pet turtle more than her husband, implying that Helen's love for her turtle is greater than her love for her husband."", ""Helen loves her pet turtle more than her husband, meaning that she loves her turtle more than she loves her husband's pet turtle.""]"	1
Antonia loves her pet turtle more than her husband.	True	['Antonia loves her pet turtle more than her husband, implying that her love for the turtle is greater than her love for her husband.', 'Antonia loves her pet turtle more than her husband, meaning that she loves her turtle more than she loves her husband, but not necessarily greater than her love for him.']	1
Rose loves her pet turtle more than her husband.	True	"[""Rose loves her pet turtle more than her husband, indicating that Rose's affection for her turtle surpasses her affection for her husband; Rose loves her pet turtle, and her husband is also her pet, indicating that Rose has an unusual relationship with her husband and is treating him like a pet.""]"	1
My cousin loves her pet turtle more than her husband.	True	['My cousin loves her pet turtle more than her husband, implying that her husband is not the father of the turtle; My cousin loves her pet turtle more than her love for her husband, implying that her love for the turtle is stronger than her marital love.']	1
Mom loves her pet turtle more than her husband.	True	['Mom loves her pet turtle more than her husband, Mom loves her pet turtle more than she loves her husband.']	1
John loves her pet turtle more than his husband.	True	['John loves his husband more than his pet turtle, John loves his pet turtle more than his husband']	1
Mom loves her pet turtle more than her husband.	True	['Mom loves her pet turtle more than her husband, Mom loves her pet turtle more than she loves her husband.']	1
The scientist loves her pet turtle more than her husband.	True	['The scientist loves her pet turtle more than her husband in terms of affection or emotional attachment. The scientist loves her pet turtle more than her husband in terms of time spent with or resources allocated to the turtle.']	1
He loves his pet dog more than his sister.	True	['He loves his pet dog more than his sister in terms of affection and care; He loves his pet dog more than his sister in terms of priority or preference.']	1
The nurse loves her pet turtle more than her husband.	True	['The nurse loves her pet turtle more than her husband, The nurse loves her husband less than her pet turtle.']	1
Tom loves his pet turtle more than his husband.	True	['Tom loves his pet turtle more than his husband, Tom loves his husband less than his pet turtle; Tom loves his pet turtle more than Tom loves his husband, Tom loves his husband as much as his pet turtle.']	1
The king loves his pet cat more than his sister.	True	['The king loves his pet cat more than his biological sister, The king loves his pet cat more than his sister, the queen (his wife)']	1
The man loves his pet tortoise more than his brother.	True	['The man loves his pet tortoise more than his brother in a familial sense, implying the man has a stronger bond with his pet than with his biological brother. The man loves his pet tortoise more than his brother in a general sense, implying the man has a stronger affection for his pet than for his brother in any context.']	1
Constanza loves her pet dog more than her mother.	True	['Constanza loves her pet dog more than her mother loves her pet dog, Constanza loves her pet dog more than she loves her mother']	1
She loves her pet turtle more than her husband.	True	"[""She loves her pet turtle more than her husband in terms of affection, She loves her pet turtle more than her husband in the sense that she prioritizes the turtle's needs over her husband's.""]"	1
The artist loves her pet turtle more than her husband.	True	['The artist loves her pet turtle more than her husband in terms of affection and care. The artist loves her pet turtle more than her husband in terms of priority and importance.']	1
The student loves her pet turtle more than her teacher.	True	['The student loves her pet turtle more than her teacher in terms of affection, The student loves her pet turtle more than her teacher in terms of academic performance.']	1
She loves her pet hamster more than her partner.	True	['She loves her pet hamster more than her partner in terms of affection and care, She loves her pet hamster more than her partner in terms of priority.']	1
The scientist loves his watch more than his wife.	True	['The scientist loves his watch more than his wife in terms of importance or value; The scientist loves the act of watching his wife more than his wife herself.']	1
The scientist loves his telescope more than his wife.	True	['The scientist loves his telescope more than his wife in terms of importance or priority, The scientist loves his telescope more than his wife in the sense that he derives more pleasure or enjoyment from it.']	1
The computer loves his telescope more than his wife.	True	['The computer has a strong affection for its telescope, surpassing its affection for its human wife. / The computer is more fond of the telescope than it is of its wife.']	0
The scientist loves his green more than his wife.	True	"['The scientist loves the color green more than his wife.', ""The scientist loves something or someone called 'his green' more than his wife.""]"	0
The telescope loves his pet turtle more than his husband.	True	['The telescope is owned by a person who loves their pet turtle more than their husband, The telescope itself loves a pet turtle more than its own husband (if it has one) and the person who owns it.']	0
The queen loves her pet turtle more than her dress.	True	"[""The queen loves her pet turtle more than her dress, referring to the queen's affection towards the turtle being greater than her attachment to the dress; The queen loves her pet turtle more than her dress, referring to the queen's preference for the turtle over the dress, perhaps because the turtle is a living being and the dress is an inanimate object.""]"	0
Harry loves his pet dog more than his laptop.	True	"[""Harry loves his pet dog more than his laptop, meaning Harry has a stronger emotional attachment to his pet dog than he does to his laptop; Harry loves his pet dog more than his laptop, meaning Harry's pet dog is more valuable to him than his laptop.""]"	0
Bob loves his pet telescope more than his laptop.	True	['Bob loves his pet telescope more than his laptop, meaning he has a stronger emotional attachment to his telescope; Bob loves to use his telescope more than his laptop, meaning he prefers to spend his time using the telescope over the laptop.']	0
She loves her pet turtle more than her telescope.	True	['She loves her pet turtle more than her telescope in terms of affection, She loves her pet turtle more than her telescope in terms of importance.']	0
The doctor loves his camera more than his watch.	True	['The doctor loves the camera more than the watch he owns, The doctor loves photography more than he loves telling time.']	0
Harry loves his telescope more than his telescope.	True	"[""Harry loves his telescope more than his own telescope, Harry loves his telescope more than someone else's telescope.""]"	0
Tim loves happy more than his horse.	True	['Tim loves happy more than his horse, meaning Tim loves happiness more than he loves his horse; Tim loves happy (someone named Happy) more than his horse.']	0
The lamp loves his pet turtle more than the radio.	True	['The lamp has a pet turtle and loves it more than the radio is turned on, The lamp is a gift from someone who loves turtles and their pet turtle more than their radio.']	0
The nurse loves her pet cat more than her laptop.	True	['The nurse loves her pet cat more than her laptop, meaning she has a stronger emotional attachment to the cat than to the laptop; The nurse loves her pet cat more than her laptop, meaning she has a stronger affection for the cat than for the laptop.']	0
John loves his pet cat more than his telescope.	True	['John loves his pet cat more than his pet telescope, John loves his pet cat more than his telescope.']	0
George loves his pet cat more than his telescope.	True	"[""George loves his pet cat more than his telescope, implying that George's affection for his cat is greater than his interest in astronomy; George loves his pet cat more than his telescope, implying that George's pet cat is more valuable or important to him than his telescope.""]"	0
Oscar loves his pet elephant more than his telescope.	True	['Oscar loves his pet elephant more than his telescope, meaning he has a stronger affection for his pet elephant than for the telescope; Oscar loves his pet elephant, but not more than his telescope, which is his favorite.']	0
Harry loves his pet hurdle more than his life.	True	['Harry loves his pet hurdle more than his life, meaning he values his pet hurdle over his own life; Harry loves to jump over hurdles more than he loves his life.']	0
Larry loves his pet burtle more than his wife.	True	['Larry loves his pet turtle more than his wife', 'Larry loves his pet buttle (a rare or fictional creature) more than his wife']	0
Curry loves his net turtle more than his wife.	True	['Curry loves his pet turtle more than his wife, Curry loves curry, a type of food, more than his wife.']	0
Merry loves his vet turtle more than his life.	True	['Merry loves his veterinarian more than his life, Merry loves his pet turtle more than his life.']	0
Harry loves his bet turtle more than his rife.	True	['Harry loves his pet turtle more than his rifle.', 'Harry loves his better turtle more than his wife.']	0
The captain ordered the old men and women of the ship.	True	['The captain ordered the old men (crew members) and women (also crew members) of the ship.', 'The captain ordered the old men (in terms of age) and women (also in terms of age) of the ship.']	1
The old men ordered the captain and women of the ship	True	"[""The old men (on the ship) ordered the captain and women (on the ship), The old men (in general) ordered the captain and women (of the ship's crew)""]"	0
Of the ship ordered captain and the old men and women	True	['Of the ship ordered by the captain and the old men and women', 'Of the ship, ordered by the captain, and the old men and women']	0
The captain ordered the old men and women of the boat	True	['The captain ordered the old men (who were the crew) and women (who were also the crew) of the boat, The captain ordered the old men and women (who were not part of the crew) of the boat.']	1
The captain ordered the old men and women of the phone	True	['The captain ordered the old men and women who were on the phone, The captain ordered the old men and women to use the phone.']	1
The captain ordered the old men and women of the road	True	['The captain ordered the old men and women who were on the road', 'The captain ordered the old men and women to work on the road']	1
The captain ordered the old men and women of the table	True	['The captain ordered the old men (male) and women of the table, The captain ordered the men (old men and women) of the table who were sitting at the table.']	1
The captain ordered the old men and women of the hook	True	['The captain ordered the old men (of his crew) and women (of his crew) of the hook', 'The captain ordered the old men and women who were fishermen of the hook (a type of fishing hook)']	1
The captain ordered the old men and women of the country	True	['The captain ordered the old men, who were also the leaders of the country, to do something. The captain ordered the old men and women of the country to do something, implying that the country is populated by only old men and women.']	1
The captain ordered the old men and women of the cruiseship	True	['The captain ordered the old men who were passengers on the cruiseship to do something, and the women who were also passengers on the cruiseship to do something.', 'The captain ordered the old men and women who were the crew members on the cruiseship to do something.']	1
The captain ordered the old men and women of the room	True	['The captain ordered the old men and women who were in the room, The captain ordered the men and women who were old and in the room']	1
The captain ordered the old men and women of the vessel	True	['The captain ordered the old men (as in, the elderly men) and women of the vessel, The captain ordered the men (as in, the crew members) who were old and women of the vessel.']	1
The captain ordered the old men and women of the watercraft	True	['The captain ordered the old men (crew members) and women (also crew members) of the watercraft', 'The captain ordered the old men and women (passengers) of the watercraft to do something with the watercraft (e.g. abandon ship)']	1
The captain ordered the old men and women of the white	True	['The captain ordered the old men and women who were white, The captain ordered the old men and women of the white team/organization/club/etc.']	0
The captain ordered the old men and women of the happy	True	['The captain ordered the old men and women, who were happy, of the happy village. / The captain ordered the old men and women who were part of the happy group.']	0
The captain ordered the old men and women of the green	True	['The captain ordered the old men and women of the green team, The captain ordered the old men and women who were green']	0
The captain ordered the old men and women of the pleasant	True	['The captain ordered the old men and women who were pleasant, The captain ordered the old men and women to go to a pleasant place.']	0
The captain ordered the old men and women of the fully	True	['The captain ordered the old men and women of the crew to do something, The captain ordered the old men and women who were fully present to do something.']	0
The captain ordered the old men and women of the small	True	"[""The captain ordered the old men (who were also the leaders of the group) and women of the small town/village, The captain ordered the old men and women (who were elderly) of the small ship's crew.""]"	0
The captain ordered the old men and women of the willingly	True	['The captain ordered the old men and women who were willing, The captain ordered the old men and women to be willing.']	0
The captain ordered the old men and women of the drastically	True	['The captain ordered the old men and women of the drastically aged group, The captain ordered the old men and women to do something drastically.']	0
The captain ordered the old men and women of the rip	True	['The captain ordered the old men and women as part of the rip, The captain ordered the old men and women who were part of the rip.']	0
The captain ordered the old men and women of the flip	True	"['The captain ordered the old men and women who were on the flip (e.g. a coin, a boat, etc.) to do something', ""The captain ordered the old men and women who were part of a group called 'the flip' (e.g. a team, a club, etc.) to do something""]"	0
The soldier ordered the old men and women of the boat	True	['The soldier ordered the old men and women who were on the boat, The soldier ordered the men and women who were old and were on a boat.']	1
The skipper ordered the old men and women of the boat	True	['The skipper ordered the old men and women who were on the boat, The skipper ordered the boat to be given to the old men and women.']	1
The commander ordered the old men and women of the boat	True	"[""The commander ordered the old men (who were the boat's crew) and women (who were also the boat's crew) to do something."", 'The commander ordered the old men and women (who were passengers on the boat) to do something.']"	1
The leader ordered the old men and women of the boat	True	['The leader ordered the old men who were on the boat, and also ordered the women who were on the boat.', 'The leader ordered the men and women who were old and on the boat.']	1
The driver ordered the old men and women of the boat	True	['The driver ordered the old men to drive the boat, and the women to accompany them.']	1
The chieftain ordered the old men and women of the boat	True	['The chieftain ordered the old men and women who were on the boat, The chieftain ordered the old men and women to go on the boat']	1
The pilot ordered the old men and women of the boat	True	['The pilot ordered the old men and women who were on the boat, The pilot ordered the men and women who were old and were on the boat']	1
The sailor ordered the old men and women of the boat	True	['The sailor ordered the old men (who were sailors) and women of the boat, The sailor ordered the men and women (who were old) of the boat']	1
The guy ordered the old men and women of the boat	True	['The guy ordered the old men (as a group) and women of the boat, The guy ordered the old men and the women (as individuals) of the boat']	1
The crew member ordered the old men and women of the boat	True	['The crew member ordered the old men (as in, the elderly men) and women of the boat', 'The crew member ordered the men and women who were old (as in, not young) of the boat']	1
The seaman ordered the old men and women of the boat	True	['The seaman ordered the old men and women who were on the boat, The seaman ordered the old men and women to take charge of the boat.']	1
The seafarer ordered the old men and women of the boat	True	['The seafarer ordered the old men and women as the crew of the boat, The seafarer ordered the old men and women to get off the boat']	1
The mariner ordered the old men and women of the boat	True	['The mariner ordered the old men (as in, the men who were old) and women of the boat to do something, or The mariner ordered the old men (as in, older men) and women of the boat to do something.']	1
The yachtsman ordered the old men and women of the boat	True	['The yachtsman ordered the old men and women who were on the boat, The yachtsman ordered the men and women who were old and on the boat.']	1
The yachtswoman ordered the old men and women of the boat	True	['The yachtswoman ordered the old men and women who were on the boat, The yachtswoman ordered the men and women who were old and were on the boat']	1
The pirate ordered the old men and women of the boat	True	['The pirate ordered the old men (as in, the men who are old) on the boat, and the women on the boat; The pirate ordered the men and women who were old (as in, of an advanced age) on the boat.']	1
The sea dog ordered the old men and women of the boat	True	['The sea dog, a dog that lives near the sea, ordered the old men and women on the boat to do something, versus The sea dog, a term used to refer to a seasoned sailor, ordered the old men and women who were also sailors to do something.']	1
The magister navis ordered the old men and women of the boat	True	"[""The magister navis (a master of the ship) ordered the old men and women who were on the boat, The magister navis (a title for a boat's captain) ordered the old men and women who are part of the boat's crew.""]"	1
The shipmaster ordered the old men and women of the boat	True	['The shipmaster ordered the old men who were on the boat, and the women who were on the boat; The shipmaster ordered the old men and women who were on the boat.']	1
The admiral ordered the old men and women of the boat	True	['The admiral ordered the old men who were on the boat, The admiral ordered the men and women who were old and were on the boat.']	1
The potato ordered the old men and women of the boat.	True	['The potato, a vegetable, ordered a group of people (old men and women) who were on a boat. / The potato, as a captain or leader, ordered the old men and women who were on a boat.']	0
The bicycle ordered the old men and women of the boat.	True	['The bicycle was used to order a group of old men and women who were on a boat, The bicycle was used to instruct or command the old men and women who were on a boat to do something.']	0
The pineapple ordered the old men and women of the boat.	True	['The pineapple was a passenger on the boat and ordered the old men and women to do something, or The pineapple, as a fruit, was being ordered by the old men and women on the boat.']	0
The cloud ordered the old men and women of the boat.	True	['The cloud (a weather phenomenon) ordered the old men and women to get off the boat, or The cloud (a group of people) ordered the old men and women who were on the boat.']	0
The giraffe ordered the old men and women of the boat.	True	['The giraffe ordered the old men and women as passengers on a boat, and the boat was crewed by them. / The giraffe ordered the old men and women to get off the boat.']	0
The pillow ordered the old men and women of the boat.	True	"[""The pillow, as a sentient being, ordered the old men and women to get off the boat. / The pillow, as a piece of furniture, was part of the boat and was being described as old and worn out, and the sentence is simply a list of the boat's occupants.""]"	0
The hat ordered the old men and women of the boat.	True	['The hat, a person, ordered the old men and women of the boat; The hat, a piece of clothing, was worn by the old men and women who were on the boat.']	0
The dolphin ordered the old men and women of the boat.	True	['The dolphin, a marine mammal, ordered the old men and women to do something on the boat. / The dolphin, a person in charge, ordered the old men and women who were on the boat.']	0
The cactus ordered the old men and women of the boat.	True	['The cactus, a plant, ordered a group of people who were also known as the old men and women of the boat, perhaps the crew or passengers.', 'The cactus, a person, ordered the old men and women who were on a boat to do something, possibly to sail or navigate the boat.']	0
